dataset,generating_model,attribution_method,judging_model,fill_strategy,occlusion_level,mean_accuracy
imagenet,resnet50,grad_cam,mobilenet_v2,black,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,black,5.0,0.797
imagenet,resnet50,grad_cam,mobilenet_v2,black,10.0,0.798
imagenet,resnet50,grad_cam,mobilenet_v2,black,15.0,0.802
imagenet,resnet50,grad_cam,mobilenet_v2,black,20.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,black,25.0,0.8
imagenet,resnet50,grad_cam,mobilenet_v2,black,30.0,0.798
imagenet,resnet50,grad_cam,mobilenet_v2,black,35.0,0.793
imagenet,resnet50,grad_cam,mobilenet_v2,black,40.0,0.784
imagenet,resnet50,grad_cam,mobilenet_v2,black,45.0,0.783
imagenet,resnet50,grad_cam,mobilenet_v2,black,50.0,0.773
imagenet,resnet50,grad_cam,mobilenet_v2,black,55.0,0.764
imagenet,resnet50,grad_cam,mobilenet_v2,black,60.0,0.752
imagenet,resnet50,grad_cam,mobilenet_v2,black,65.0,0.731
imagenet,resnet50,grad_cam,mobilenet_v2,black,70.0,0.715
imagenet,resnet50,grad_cam,mobilenet_v2,black,75.0,0.688
imagenet,resnet50,grad_cam,mobilenet_v2,black,80.0,0.649
imagenet,resnet50,grad_cam,mobilenet_v2,black,85.0,0.585
imagenet,resnet50,grad_cam,mobilenet_v2,black,90.0,0.461
imagenet,resnet50,grad_cam,mobilenet_v2,black,95.0,0.243
imagenet,resnet50,grad_cam,mobilenet_v2,black,100.0,0.001
imagenet,resnet50,grad_cam,mobilenet_v2,blur,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,blur,5.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,blur,10.0,0.803
imagenet,resnet50,grad_cam,mobilenet_v2,blur,15.0,0.802
imagenet,resnet50,grad_cam,mobilenet_v2,blur,20.0,0.797
imagenet,resnet50,grad_cam,mobilenet_v2,blur,25.0,0.786
imagenet,resnet50,grad_cam,mobilenet_v2,blur,30.0,0.784
imagenet,resnet50,grad_cam,mobilenet_v2,blur,35.0,0.776
imagenet,resnet50,grad_cam,mobilenet_v2,blur,40.0,0.764
imagenet,resnet50,grad_cam,mobilenet_v2,blur,45.0,0.758
imagenet,resnet50,grad_cam,mobilenet_v2,blur,50.0,0.74
imagenet,resnet50,grad_cam,mobilenet_v2,blur,55.0,0.727
imagenet,resnet50,grad_cam,mobilenet_v2,blur,60.0,0.694
imagenet,resnet50,grad_cam,mobilenet_v2,blur,65.0,0.691
imagenet,resnet50,grad_cam,mobilenet_v2,blur,70.0,0.65
imagenet,resnet50,grad_cam,mobilenet_v2,blur,75.0,0.605
imagenet,resnet50,grad_cam,mobilenet_v2,blur,80.0,0.537
imagenet,resnet50,grad_cam,mobilenet_v2,blur,85.0,0.439
imagenet,resnet50,grad_cam,mobilenet_v2,blur,90.0,0.33
imagenet,resnet50,grad_cam,mobilenet_v2,blur,95.0,0.175
imagenet,resnet50,grad_cam,mobilenet_v2,blur,100.0,0.056
imagenet,resnet50,grad_cam,mobilenet_v2,gray,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,gray,5.0,0.791
imagenet,resnet50,grad_cam,mobilenet_v2,gray,10.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,gray,15.0,0.799
imagenet,resnet50,grad_cam,mobilenet_v2,gray,20.0,0.799
imagenet,resnet50,grad_cam,mobilenet_v2,gray,25.0,0.799
imagenet,resnet50,grad_cam,mobilenet_v2,gray,30.0,0.792
imagenet,resnet50,grad_cam,mobilenet_v2,gray,35.0,0.786
imagenet,resnet50,grad_cam,mobilenet_v2,gray,40.0,0.787
imagenet,resnet50,grad_cam,mobilenet_v2,gray,45.0,0.792
imagenet,resnet50,grad_cam,mobilenet_v2,gray,50.0,0.777
imagenet,resnet50,grad_cam,mobilenet_v2,gray,55.0,0.766
imagenet,resnet50,grad_cam,mobilenet_v2,gray,60.0,0.751
imagenet,resnet50,grad_cam,mobilenet_v2,gray,65.0,0.733
imagenet,resnet50,grad_cam,mobilenet_v2,gray,70.0,0.716
imagenet,resnet50,grad_cam,mobilenet_v2,gray,75.0,0.698
imagenet,resnet50,grad_cam,mobilenet_v2,gray,80.0,0.661
imagenet,resnet50,grad_cam,mobilenet_v2,gray,85.0,0.599
imagenet,resnet50,grad_cam,mobilenet_v2,gray,90.0,0.491
imagenet,resnet50,grad_cam,mobilenet_v2,gray,95.0,0.27
imagenet,resnet50,grad_cam,mobilenet_v2,gray,100.0,0.001
imagenet,resnet50,grad_cam,mobilenet_v2,mean,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,mean,5.0,0.799
imagenet,resnet50,grad_cam,mobilenet_v2,mean,10.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,mean,15.0,0.8
imagenet,resnet50,grad_cam,mobilenet_v2,mean,20.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,mean,25.0,0.793
imagenet,resnet50,grad_cam,mobilenet_v2,mean,30.0,0.789
imagenet,resnet50,grad_cam,mobilenet_v2,mean,35.0,0.787
imagenet,resnet50,grad_cam,mobilenet_v2,mean,40.0,0.783
imagenet,resnet50,grad_cam,mobilenet_v2,mean,45.0,0.786
imagenet,resnet50,grad_cam,mobilenet_v2,mean,50.0,0.776
imagenet,resnet50,grad_cam,mobilenet_v2,mean,55.0,0.762
imagenet,resnet50,grad_cam,mobilenet_v2,mean,60.0,0.743
imagenet,resnet50,grad_cam,mobilenet_v2,mean,65.0,0.728
imagenet,resnet50,grad_cam,mobilenet_v2,mean,70.0,0.716
imagenet,resnet50,grad_cam,mobilenet_v2,mean,75.0,0.685
imagenet,resnet50,grad_cam,mobilenet_v2,mean,80.0,0.645
imagenet,resnet50,grad_cam,mobilenet_v2,mean,85.0,0.581
imagenet,resnet50,grad_cam,mobilenet_v2,mean,90.0,0.456
imagenet,resnet50,grad_cam,mobilenet_v2,mean,95.0,0.236
imagenet,resnet50,grad_cam,mobilenet_v2,mean,100.0,0.003
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,5.0,0.792
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,10.0,0.802
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,15.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,20.0,0.783
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,25.0,0.774
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,30.0,0.78
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,35.0,0.769
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,40.0,0.765
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,45.0,0.735
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,50.0,0.718
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,55.0,0.692
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,60.0,0.67
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,65.0,0.619
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,70.0,0.57
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,75.0,0.501
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,80.0,0.415
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,85.0,0.333
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,90.0,0.196
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,95.0,0.067
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,100.0,0.001
imagenet,resnet50,grad_cam,mobilenet_v2,white,0.0,0.801
imagenet,resnet50,grad_cam,mobilenet_v2,white,5.0,0.795
imagenet,resnet50,grad_cam,mobilenet_v2,white,10.0,0.799
imagenet,resnet50,grad_cam,mobilenet_v2,white,15.0,0.793
imagenet,resnet50,grad_cam,mobilenet_v2,white,20.0,0.789
imagenet,resnet50,grad_cam,mobilenet_v2,white,25.0,0.788
imagenet,resnet50,grad_cam,mobilenet_v2,white,30.0,0.796
imagenet,resnet50,grad_cam,mobilenet_v2,white,35.0,0.782
imagenet,resnet50,grad_cam,mobilenet_v2,white,40.0,0.772
imagenet,resnet50,grad_cam,mobilenet_v2,white,45.0,0.765
imagenet,resnet50,grad_cam,mobilenet_v2,white,50.0,0.761
imagenet,resnet50,grad_cam,mobilenet_v2,white,55.0,0.731
imagenet,resnet50,grad_cam,mobilenet_v2,white,60.0,0.716
imagenet,resnet50,grad_cam,mobilenet_v2,white,65.0,0.682
imagenet,resnet50,grad_cam,mobilenet_v2,white,70.0,0.652
imagenet,resnet50,grad_cam,mobilenet_v2,white,75.0,0.607
imagenet,resnet50,grad_cam,mobilenet_v2,white,80.0,0.533
imagenet,resnet50,grad_cam,mobilenet_v2,white,85.0,0.452
imagenet,resnet50,grad_cam,mobilenet_v2,white,90.0,0.294
imagenet,resnet50,grad_cam,mobilenet_v2,white,95.0,0.116
imagenet,resnet50,grad_cam,mobilenet_v2,white,100.0,0.001
imagenet,resnet50,grad_cam,vgg16,black,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,black,5.0,0.78
imagenet,resnet50,grad_cam,vgg16,black,10.0,0.756
imagenet,resnet50,grad_cam,vgg16,black,15.0,0.734
imagenet,resnet50,grad_cam,vgg16,black,20.0,0.71
imagenet,resnet50,grad_cam,vgg16,black,25.0,0.709
imagenet,resnet50,grad_cam,vgg16,black,30.0,0.705
imagenet,resnet50,grad_cam,vgg16,black,35.0,0.68
imagenet,resnet50,grad_cam,vgg16,black,40.0,0.64
imagenet,resnet50,grad_cam,vgg16,black,45.0,0.621
imagenet,resnet50,grad_cam,vgg16,black,50.0,0.601
imagenet,resnet50,grad_cam,vgg16,black,55.0,0.556
imagenet,resnet50,grad_cam,vgg16,black,60.0,0.516
imagenet,resnet50,grad_cam,vgg16,black,65.0,0.479
imagenet,resnet50,grad_cam,vgg16,black,70.0,0.427
imagenet,resnet50,grad_cam,vgg16,black,75.0,0.397
imagenet,resnet50,grad_cam,vgg16,black,80.0,0.294
imagenet,resnet50,grad_cam,vgg16,black,85.0,0.224
imagenet,resnet50,grad_cam,vgg16,black,90.0,0.114
imagenet,resnet50,grad_cam,vgg16,black,95.0,0.032
imagenet,resnet50,grad_cam,vgg16,black,100.0,0.001
imagenet,resnet50,grad_cam,vgg16,blur,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,blur,5.0,0.817
imagenet,resnet50,grad_cam,vgg16,blur,10.0,0.814
imagenet,resnet50,grad_cam,vgg16,blur,15.0,0.809
imagenet,resnet50,grad_cam,vgg16,blur,20.0,0.799
imagenet,resnet50,grad_cam,vgg16,blur,25.0,0.796
imagenet,resnet50,grad_cam,vgg16,blur,30.0,0.794
imagenet,resnet50,grad_cam,vgg16,blur,35.0,0.785
imagenet,resnet50,grad_cam,vgg16,blur,40.0,0.77
imagenet,resnet50,grad_cam,vgg16,blur,45.0,0.754
imagenet,resnet50,grad_cam,vgg16,blur,50.0,0.727
imagenet,resnet50,grad_cam,vgg16,blur,55.0,0.709
imagenet,resnet50,grad_cam,vgg16,blur,60.0,0.685
imagenet,resnet50,grad_cam,vgg16,blur,65.0,0.67
imagenet,resnet50,grad_cam,vgg16,blur,70.0,0.634
imagenet,resnet50,grad_cam,vgg16,blur,75.0,0.579
imagenet,resnet50,grad_cam,vgg16,blur,80.0,0.497
imagenet,resnet50,grad_cam,vgg16,blur,85.0,0.41
imagenet,resnet50,grad_cam,vgg16,blur,90.0,0.317
imagenet,resnet50,grad_cam,vgg16,blur,95.0,0.164
imagenet,resnet50,grad_cam,vgg16,blur,100.0,0.034
imagenet,resnet50,grad_cam,vgg16,gray,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,gray,5.0,0.8
imagenet,resnet50,grad_cam,vgg16,gray,10.0,0.788
imagenet,resnet50,grad_cam,vgg16,gray,15.0,0.764
imagenet,resnet50,grad_cam,vgg16,gray,20.0,0.752
imagenet,resnet50,grad_cam,vgg16,gray,25.0,0.754
imagenet,resnet50,grad_cam,vgg16,gray,30.0,0.735
imagenet,resnet50,grad_cam,vgg16,gray,35.0,0.715
imagenet,resnet50,grad_cam,vgg16,gray,40.0,0.687
imagenet,resnet50,grad_cam,vgg16,gray,45.0,0.67
imagenet,resnet50,grad_cam,vgg16,gray,50.0,0.635
imagenet,resnet50,grad_cam,vgg16,gray,55.0,0.62
imagenet,resnet50,grad_cam,vgg16,gray,60.0,0.569
imagenet,resnet50,grad_cam,vgg16,gray,65.0,0.535
imagenet,resnet50,grad_cam,vgg16,gray,70.0,0.495
imagenet,resnet50,grad_cam,vgg16,gray,75.0,0.437
imagenet,resnet50,grad_cam,vgg16,gray,80.0,0.357
imagenet,resnet50,grad_cam,vgg16,gray,85.0,0.282
imagenet,resnet50,grad_cam,vgg16,gray,90.0,0.182
imagenet,resnet50,grad_cam,vgg16,gray,95.0,0.073
imagenet,resnet50,grad_cam,vgg16,gray,100.0,0.001
imagenet,resnet50,grad_cam,vgg16,mean,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,mean,5.0,0.806
imagenet,resnet50,grad_cam,vgg16,mean,10.0,0.798
imagenet,resnet50,grad_cam,vgg16,mean,15.0,0.773
imagenet,resnet50,grad_cam,vgg16,mean,20.0,0.765
imagenet,resnet50,grad_cam,vgg16,mean,25.0,0.772
imagenet,resnet50,grad_cam,vgg16,mean,30.0,0.754
imagenet,resnet50,grad_cam,vgg16,mean,35.0,0.745
imagenet,resnet50,grad_cam,vgg16,mean,40.0,0.71
imagenet,resnet50,grad_cam,vgg16,mean,45.0,0.697
imagenet,resnet50,grad_cam,vgg16,mean,50.0,0.646
imagenet,resnet50,grad_cam,vgg16,mean,55.0,0.64
imagenet,resnet50,grad_cam,vgg16,mean,60.0,0.597
imagenet,resnet50,grad_cam,vgg16,mean,65.0,0.564
imagenet,resnet50,grad_cam,vgg16,mean,70.0,0.522
imagenet,resnet50,grad_cam,vgg16,mean,75.0,0.462
imagenet,resnet50,grad_cam,vgg16,mean,80.0,0.384
imagenet,resnet50,grad_cam,vgg16,mean,85.0,0.306
imagenet,resnet50,grad_cam,vgg16,mean,90.0,0.208
imagenet,resnet50,grad_cam,vgg16,mean,95.0,0.079
imagenet,resnet50,grad_cam,vgg16,mean,100.0,0.002
imagenet,resnet50,grad_cam,vgg16,random_noise,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,random_noise,5.0,0.804
imagenet,resnet50,grad_cam,vgg16,random_noise,10.0,0.782
imagenet,resnet50,grad_cam,vgg16,random_noise,15.0,0.759
imagenet,resnet50,grad_cam,vgg16,random_noise,20.0,0.751
imagenet,resnet50,grad_cam,vgg16,random_noise,25.0,0.752
imagenet,resnet50,grad_cam,vgg16,random_noise,30.0,0.741
imagenet,resnet50,grad_cam,vgg16,random_noise,35.0,0.731
imagenet,resnet50,grad_cam,vgg16,random_noise,40.0,0.705
imagenet,resnet50,grad_cam,vgg16,random_noise,45.0,0.679
imagenet,resnet50,grad_cam,vgg16,random_noise,50.0,0.642
imagenet,resnet50,grad_cam,vgg16,random_noise,55.0,0.625
imagenet,resnet50,grad_cam,vgg16,random_noise,60.0,0.595
imagenet,resnet50,grad_cam,vgg16,random_noise,65.0,0.576
imagenet,resnet50,grad_cam,vgg16,random_noise,70.0,0.533
imagenet,resnet50,grad_cam,vgg16,random_noise,75.0,0.465
imagenet,resnet50,grad_cam,vgg16,random_noise,80.0,0.39
imagenet,resnet50,grad_cam,vgg16,random_noise,85.0,0.307
imagenet,resnet50,grad_cam,vgg16,random_noise,90.0,0.214
imagenet,resnet50,grad_cam,vgg16,random_noise,95.0,0.081
imagenet,resnet50,grad_cam,vgg16,random_noise,100.0,0.001
imagenet,resnet50,grad_cam,vgg16,white,0.0,0.818
imagenet,resnet50,grad_cam,vgg16,white,5.0,0.794
imagenet,resnet50,grad_cam,vgg16,white,10.0,0.776
imagenet,resnet50,grad_cam,vgg16,white,15.0,0.754
imagenet,resnet50,grad_cam,vgg16,white,20.0,0.73
imagenet,resnet50,grad_cam,vgg16,white,25.0,0.725
imagenet,resnet50,grad_cam,vgg16,white,30.0,0.706
imagenet,resnet50,grad_cam,vgg16,white,35.0,0.685
imagenet,resnet50,grad_cam,vgg16,white,40.0,0.669
imagenet,resnet50,grad_cam,vgg16,white,45.0,0.644
imagenet,resnet50,grad_cam,vgg16,white,50.0,0.61
imagenet,resnet50,grad_cam,vgg16,white,55.0,0.577
imagenet,resnet50,grad_cam,vgg16,white,60.0,0.54
imagenet,resnet50,grad_cam,vgg16,white,65.0,0.51
imagenet,resnet50,grad_cam,vgg16,white,70.0,0.462
imagenet,resnet50,grad_cam,vgg16,white,75.0,0.404
imagenet,resnet50,grad_cam,vgg16,white,80.0,0.317
imagenet,resnet50,grad_cam,vgg16,white,85.0,0.257
imagenet,resnet50,grad_cam,vgg16,white,90.0,0.146
imagenet,resnet50,grad_cam,vgg16,white,95.0,0.061
imagenet,resnet50,grad_cam,vgg16,white,100.0,0.001
imagenet,resnet50,gradientshap,mobilenet_v2,black,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,black,5.0,0.694
imagenet,resnet50,gradientshap,mobilenet_v2,black,10.0,0.609
imagenet,resnet50,gradientshap,mobilenet_v2,black,15.0,0.545
imagenet,resnet50,gradientshap,mobilenet_v2,black,20.0,0.47
imagenet,resnet50,gradientshap,mobilenet_v2,black,25.0,0.415
imagenet,resnet50,gradientshap,mobilenet_v2,black,30.0,0.353
imagenet,resnet50,gradientshap,mobilenet_v2,black,35.0,0.305
imagenet,resnet50,gradientshap,mobilenet_v2,black,40.0,0.251
imagenet,resnet50,gradientshap,mobilenet_v2,black,45.0,0.206
imagenet,resnet50,gradientshap,mobilenet_v2,black,50.0,0.169
imagenet,resnet50,gradientshap,mobilenet_v2,black,55.0,0.132
imagenet,resnet50,gradientshap,mobilenet_v2,black,60.0,0.108
imagenet,resnet50,gradientshap,mobilenet_v2,black,65.0,0.077
imagenet,resnet50,gradientshap,mobilenet_v2,black,70.0,0.058
imagenet,resnet50,gradientshap,mobilenet_v2,black,75.0,0.043
imagenet,resnet50,gradientshap,mobilenet_v2,black,80.0,0.021
imagenet,resnet50,gradientshap,mobilenet_v2,black,85.0,0.016
imagenet,resnet50,gradientshap,mobilenet_v2,black,90.0,0.005
imagenet,resnet50,gradientshap,mobilenet_v2,black,95.0,0.002
imagenet,resnet50,gradientshap,mobilenet_v2,black,100.0,0.001
imagenet,resnet50,gradientshap,mobilenet_v2,blur,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,blur,5.0,0.769
imagenet,resnet50,gradientshap,mobilenet_v2,blur,10.0,0.746
imagenet,resnet50,gradientshap,mobilenet_v2,blur,15.0,0.732
imagenet,resnet50,gradientshap,mobilenet_v2,blur,20.0,0.695
imagenet,resnet50,gradientshap,mobilenet_v2,blur,25.0,0.666
imagenet,resnet50,gradientshap,mobilenet_v2,blur,30.0,0.631
imagenet,resnet50,gradientshap,mobilenet_v2,blur,35.0,0.595
imagenet,resnet50,gradientshap,mobilenet_v2,blur,40.0,0.556
imagenet,resnet50,gradientshap,mobilenet_v2,blur,45.0,0.51
imagenet,resnet50,gradientshap,mobilenet_v2,blur,50.0,0.441
imagenet,resnet50,gradientshap,mobilenet_v2,blur,55.0,0.371
imagenet,resnet50,gradientshap,mobilenet_v2,blur,60.0,0.301
imagenet,resnet50,gradientshap,mobilenet_v2,blur,65.0,0.242
imagenet,resnet50,gradientshap,mobilenet_v2,blur,70.0,0.196
imagenet,resnet50,gradientshap,mobilenet_v2,blur,75.0,0.148
imagenet,resnet50,gradientshap,mobilenet_v2,blur,80.0,0.104
imagenet,resnet50,gradientshap,mobilenet_v2,blur,85.0,0.072
imagenet,resnet50,gradientshap,mobilenet_v2,blur,90.0,0.044
imagenet,resnet50,gradientshap,mobilenet_v2,blur,95.0,0.032
imagenet,resnet50,gradientshap,mobilenet_v2,blur,100.0,0.056
imagenet,resnet50,gradientshap,mobilenet_v2,gray,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,gray,5.0,0.741
imagenet,resnet50,gradientshap,mobilenet_v2,gray,10.0,0.691
imagenet,resnet50,gradientshap,mobilenet_v2,gray,15.0,0.661
imagenet,resnet50,gradientshap,mobilenet_v2,gray,20.0,0.591
imagenet,resnet50,gradientshap,mobilenet_v2,gray,25.0,0.541
imagenet,resnet50,gradientshap,mobilenet_v2,gray,30.0,0.509
imagenet,resnet50,gradientshap,mobilenet_v2,gray,35.0,0.471
imagenet,resnet50,gradientshap,mobilenet_v2,gray,40.0,0.419
imagenet,resnet50,gradientshap,mobilenet_v2,gray,45.0,0.355
imagenet,resnet50,gradientshap,mobilenet_v2,gray,50.0,0.309
imagenet,resnet50,gradientshap,mobilenet_v2,gray,55.0,0.252
imagenet,resnet50,gradientshap,mobilenet_v2,gray,60.0,0.218
imagenet,resnet50,gradientshap,mobilenet_v2,gray,65.0,0.166
imagenet,resnet50,gradientshap,mobilenet_v2,gray,70.0,0.118
imagenet,resnet50,gradientshap,mobilenet_v2,gray,75.0,0.08
imagenet,resnet50,gradientshap,mobilenet_v2,gray,80.0,0.048
imagenet,resnet50,gradientshap,mobilenet_v2,gray,85.0,0.027
imagenet,resnet50,gradientshap,mobilenet_v2,gray,90.0,0.019
imagenet,resnet50,gradientshap,mobilenet_v2,gray,95.0,0.004
imagenet,resnet50,gradientshap,mobilenet_v2,gray,100.0,0.001
imagenet,resnet50,gradientshap,mobilenet_v2,mean,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,mean,5.0,0.743
imagenet,resnet50,gradientshap,mobilenet_v2,mean,10.0,0.712
imagenet,resnet50,gradientshap,mobilenet_v2,mean,15.0,0.672
imagenet,resnet50,gradientshap,mobilenet_v2,mean,20.0,0.625
imagenet,resnet50,gradientshap,mobilenet_v2,mean,25.0,0.587
imagenet,resnet50,gradientshap,mobilenet_v2,mean,30.0,0.545
imagenet,resnet50,gradientshap,mobilenet_v2,mean,35.0,0.511
imagenet,resnet50,gradientshap,mobilenet_v2,mean,40.0,0.484
imagenet,resnet50,gradientshap,mobilenet_v2,mean,45.0,0.428
imagenet,resnet50,gradientshap,mobilenet_v2,mean,50.0,0.383
imagenet,resnet50,gradientshap,mobilenet_v2,mean,55.0,0.326
imagenet,resnet50,gradientshap,mobilenet_v2,mean,60.0,0.263
imagenet,resnet50,gradientshap,mobilenet_v2,mean,65.0,0.197
imagenet,resnet50,gradientshap,mobilenet_v2,mean,70.0,0.146
imagenet,resnet50,gradientshap,mobilenet_v2,mean,75.0,0.104
imagenet,resnet50,gradientshap,mobilenet_v2,mean,80.0,0.076
imagenet,resnet50,gradientshap,mobilenet_v2,mean,85.0,0.038
imagenet,resnet50,gradientshap,mobilenet_v2,mean,90.0,0.021
imagenet,resnet50,gradientshap,mobilenet_v2,mean,95.0,0.009
imagenet,resnet50,gradientshap,mobilenet_v2,mean,100.0,0.003
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,5.0,0.74
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,10.0,0.693
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,15.0,0.662
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,20.0,0.596
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,25.0,0.531
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,30.0,0.494
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,35.0,0.45
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,40.0,0.395
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,45.0,0.354
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,50.0,0.308
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,55.0,0.244
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,60.0,0.181
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,65.0,0.139
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,70.0,0.094
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,75.0,0.065
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,80.0,0.037
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,85.0,0.017
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,90.0,0.013
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,95.0,0.004
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,100.0,0.001
imagenet,resnet50,gradientshap,mobilenet_v2,white,0.0,0.801
imagenet,resnet50,gradientshap,mobilenet_v2,white,5.0,0.643
imagenet,resnet50,gradientshap,mobilenet_v2,white,10.0,0.555
imagenet,resnet50,gradientshap,mobilenet_v2,white,15.0,0.47
imagenet,resnet50,gradientshap,mobilenet_v2,white,20.0,0.407
imagenet,resnet50,gradientshap,mobilenet_v2,white,25.0,0.354
imagenet,resnet50,gradientshap,mobilenet_v2,white,30.0,0.298
imagenet,resnet50,gradientshap,mobilenet_v2,white,35.0,0.271
imagenet,resnet50,gradientshap,mobilenet_v2,white,40.0,0.211
imagenet,resnet50,gradientshap,mobilenet_v2,white,45.0,0.178
imagenet,resnet50,gradientshap,mobilenet_v2,white,50.0,0.152
imagenet,resnet50,gradientshap,mobilenet_v2,white,55.0,0.11
imagenet,resnet50,gradientshap,mobilenet_v2,white,60.0,0.09
imagenet,resnet50,gradientshap,mobilenet_v2,white,65.0,0.069
imagenet,resnet50,gradientshap,mobilenet_v2,white,70.0,0.049
imagenet,resnet50,gradientshap,mobilenet_v2,white,75.0,0.028
imagenet,resnet50,gradientshap,mobilenet_v2,white,80.0,0.014
imagenet,resnet50,gradientshap,mobilenet_v2,white,85.0,0.01
imagenet,resnet50,gradientshap,mobilenet_v2,white,90.0,0.005
imagenet,resnet50,gradientshap,mobilenet_v2,white,95.0,0.001
imagenet,resnet50,gradientshap,mobilenet_v2,white,100.0,0.001
imagenet,resnet50,gradientshap,vgg16,black,0.0,0.818
imagenet,resnet50,gradientshap,vgg16,black,5.0,0.387
imagenet,resnet50,gradientshap,vgg16,black,10.0,0.252
imagenet,resnet50,gradientshap,vgg16,black,15.0,0.187
imagenet,resnet50,gradientshap,vgg16,black,20.0,0.147
imagenet,resnet50,gradientshap,vgg16,black,25.0,0.115
imagenet,resnet50,gradientshap,vgg16,black,30.0,0.093
imagenet,resnet50,gradientshap,vgg16,black,35.0,0.064
imagenet,resnet50,gradientshap,vgg16,black,40.0,0.05
imagenet,resnet50,gradientshap,vgg16,black,45.0,0.032
imagenet,resnet50,gradientshap,vgg16,black,50.0,0.019
imagenet,resnet50,gradientshap,vgg16,black,55.0,0.012
imagenet,resnet50,gradientshap,vgg16,black,60.0,0.01
imagenet,resnet50,gradientshap,vgg16,black,65.0,0.01
imagenet,resnet50,gradientshap,vgg16,black,70.0,0.004
imagenet,resnet50,gradientshap,vgg16,black,75.0,0.002
imagenet,resnet50,gradientshap,vgg16,black,80.0,0.0
imagenet,resnet50,gradientshap,vgg16,black,85.0,0.002
imagenet,resnet50,gradientshap,vgg16,black,90.0,0.001
imagenet,resnet50,gradientshap,vgg16,black,95.0,0.0
imagenet,resnet50,gradientshap,vgg16,black,100.0,0.001
imagenet,resnet50,gradientshap,vgg16,blur,0.0,0.818
imagenet,resnet50,gradientshap,vgg16,blur,5.0,0.803
imagenet,resnet50,gradientshap,vgg16,blur,10.0,0.773
imagenet,resnet50,gradientshap,vgg16,blur,15.0,0.734
imagenet,resnet50,gradientshap,vgg16,blur,20.0,0.683
imagenet,resnet50,gradientshap,vgg16,blur,25.0,0.648
