dataset,generating_model,attribution_method,judging_model,fill_strategy,occlusion_level,mean_accuracy
imagenet,independent,u2net,mobilenet_v2,mean,60.0,0.697
imagenet,independent,u2net,mobilenet_v2,mean,65.0,0.667
imagenet,independent,u2net,mobilenet_v2,mean,70.0,0.638
imagenet,independent,u2net,mobilenet_v2,mean,75.0,0.605
imagenet,independent,u2net,mobilenet_v2,mean,80.0,0.518
imagenet,independent,u2net,mobilenet_v2,mean,85.0,0.435
imagenet,independent,u2net,mobilenet_v2,mean,90.0,0.315
imagenet,independent,u2net,mobilenet_v2,mean,95.0,0.146
imagenet,independent,u2net,mobilenet_v2,mean,100.0,0.003
imagenet,independent,u2net,mobilenet_v2,random_noise,0.0,0.801
imagenet,independent,u2net,mobilenet_v2,random_noise,5.0,0.784
imagenet,independent,u2net,mobilenet_v2,random_noise,10.0,0.779
imagenet,independent,u2net,mobilenet_v2,random_noise,15.0,0.767
imagenet,independent,u2net,mobilenet_v2,random_noise,20.0,0.757
imagenet,independent,u2net,mobilenet_v2,random_noise,25.0,0.75
imagenet,independent,u2net,mobilenet_v2,random_noise,30.0,0.736
imagenet,independent,u2net,mobilenet_v2,random_noise,35.0,0.722
imagenet,independent,u2net,mobilenet_v2,random_noise,40.0,0.705
imagenet,independent,u2net,mobilenet_v2,random_noise,45.0,0.698
imagenet,independent,u2net,mobilenet_v2,random_noise,50.0,0.682
imagenet,independent,u2net,mobilenet_v2,random_noise,55.0,0.644
imagenet,independent,u2net,mobilenet_v2,random_noise,60.0,0.622
imagenet,independent,u2net,mobilenet_v2,random_noise,65.0,0.579
imagenet,independent,u2net,mobilenet_v2,random_noise,70.0,0.533
imagenet,independent,u2net,mobilenet_v2,random_noise,75.0,0.48
imagenet,independent,u2net,mobilenet_v2,random_noise,80.0,0.402
imagenet,independent,u2net,mobilenet_v2,random_noise,85.0,0.306
imagenet,independent,u2net,mobilenet_v2,random_noise,90.0,0.176
imagenet,independent,u2net,mobilenet_v2,random_noise,95.0,0.066
imagenet,independent,u2net,mobilenet_v2,random_noise,100.0,0.001
imagenet,independent,u2net,mobilenet_v2,white,0.0,0.801
imagenet,independent,u2net,mobilenet_v2,white,5.0,0.783
imagenet,independent,u2net,mobilenet_v2,white,10.0,0.773
imagenet,independent,u2net,mobilenet_v2,white,15.0,0.773
imagenet,independent,u2net,mobilenet_v2,white,20.0,0.771
imagenet,independent,u2net,mobilenet_v2,white,25.0,0.77
imagenet,independent,u2net,mobilenet_v2,white,30.0,0.751
imagenet,independent,u2net,mobilenet_v2,white,35.0,0.738
imagenet,independent,u2net,mobilenet_v2,white,40.0,0.733
imagenet,independent,u2net,mobilenet_v2,white,45.0,0.721
imagenet,independent,u2net,mobilenet_v2,white,50.0,0.704
imagenet,independent,u2net,mobilenet_v2,white,55.0,0.684
imagenet,independent,u2net,mobilenet_v2,white,60.0,0.661
imagenet,independent,u2net,mobilenet_v2,white,65.0,0.635
imagenet,independent,u2net,mobilenet_v2,white,70.0,0.574
imagenet,independent,u2net,mobilenet_v2,white,75.0,0.526
imagenet,independent,u2net,mobilenet_v2,white,80.0,0.454
imagenet,independent,u2net,mobilenet_v2,white,85.0,0.373
imagenet,independent,u2net,mobilenet_v2,white,90.0,0.256
imagenet,independent,u2net,mobilenet_v2,white,95.0,0.096
imagenet,independent,u2net,mobilenet_v2,white,100.0,0.001
imagenet,independent,u2net,resnet50,black,0.0,0.92
imagenet,independent,u2net,resnet50,black,5.0,0.916
imagenet,independent,u2net,resnet50,black,10.0,0.916
imagenet,independent,u2net,resnet50,black,15.0,0.913
imagenet,independent,u2net,resnet50,black,20.0,0.907
imagenet,independent,u2net,resnet50,black,25.0,0.899
imagenet,independent,u2net,resnet50,black,30.0,0.902
imagenet,independent,u2net,resnet50,black,35.0,0.897
imagenet,independent,u2net,resnet50,black,40.0,0.892
imagenet,independent,u2net,resnet50,black,45.0,0.878
imagenet,independent,u2net,resnet50,black,50.0,0.861
imagenet,independent,u2net,resnet50,black,55.0,0.843
imagenet,independent,u2net,resnet50,black,60.0,0.828
imagenet,independent,u2net,resnet50,black,65.0,0.786
imagenet,independent,u2net,resnet50,black,70.0,0.76
imagenet,independent,u2net,resnet50,black,75.0,0.712
imagenet,independent,u2net,resnet50,black,80.0,0.633
imagenet,independent,u2net,resnet50,black,85.0,0.533
imagenet,independent,u2net,resnet50,black,90.0,0.366
imagenet,independent,u2net,resnet50,black,95.0,0.17
imagenet,independent,u2net,resnet50,black,100.0,0.001
imagenet,independent,u2net,resnet50,blur,0.0,0.92
imagenet,independent,u2net,resnet50,blur,5.0,0.92
imagenet,independent,u2net,resnet50,blur,10.0,0.919
imagenet,independent,u2net,resnet50,blur,15.0,0.919
imagenet,independent,u2net,resnet50,blur,20.0,0.916
imagenet,independent,u2net,resnet50,blur,25.0,0.913
imagenet,independent,u2net,resnet50,blur,30.0,0.905
imagenet,independent,u2net,resnet50,blur,35.0,0.903
imagenet,independent,u2net,resnet50,blur,40.0,0.889
imagenet,independent,u2net,resnet50,blur,45.0,0.882
imagenet,independent,u2net,resnet50,blur,50.0,0.871
imagenet,independent,u2net,resnet50,blur,55.0,0.858
imagenet,independent,u2net,resnet50,blur,60.0,0.838
imagenet,independent,u2net,resnet50,blur,65.0,0.801
imagenet,independent,u2net,resnet50,blur,70.0,0.765
imagenet,independent,u2net,resnet50,blur,75.0,0.718
imagenet,independent,u2net,resnet50,blur,80.0,0.66
imagenet,independent,u2net,resnet50,blur,85.0,0.562
imagenet,independent,u2net,resnet50,blur,90.0,0.419
imagenet,independent,u2net,resnet50,blur,95.0,0.237
imagenet,independent,u2net,resnet50,blur,100.0,0.163
imagenet,independent,u2net,resnet50,gray,0.0,0.92
imagenet,independent,u2net,resnet50,gray,5.0,0.918
imagenet,independent,u2net,resnet50,gray,10.0,0.918
imagenet,independent,u2net,resnet50,gray,15.0,0.911
imagenet,independent,u2net,resnet50,gray,20.0,0.91
imagenet,independent,u2net,resnet50,gray,25.0,0.909
imagenet,independent,u2net,resnet50,gray,30.0,0.898
imagenet,independent,u2net,resnet50,gray,35.0,0.896
imagenet,independent,u2net,resnet50,gray,40.0,0.888
imagenet,independent,u2net,resnet50,gray,45.0,0.873
imagenet,independent,u2net,resnet50,gray,50.0,0.862
imagenet,independent,u2net,resnet50,gray,55.0,0.843
imagenet,independent,u2net,resnet50,gray,60.0,0.823
imagenet,independent,u2net,resnet50,gray,65.0,0.79
imagenet,independent,u2net,resnet50,gray,70.0,0.759
imagenet,independent,u2net,resnet50,gray,75.0,0.696
imagenet,independent,u2net,resnet50,gray,80.0,0.619
imagenet,independent,u2net,resnet50,gray,85.0,0.516
imagenet,independent,u2net,resnet50,gray,90.0,0.371
imagenet,independent,u2net,resnet50,gray,95.0,0.169
imagenet,independent,u2net,resnet50,gray,100.0,0.001
imagenet,independent,u2net,resnet50,mean,0.0,0.92
imagenet,independent,u2net,resnet50,mean,5.0,0.916
imagenet,independent,u2net,resnet50,mean,10.0,0.92
imagenet,independent,u2net,resnet50,mean,15.0,0.914
imagenet,independent,u2net,resnet50,mean,20.0,0.912
imagenet,independent,u2net,resnet50,mean,25.0,0.91
imagenet,independent,u2net,resnet50,mean,30.0,0.907
imagenet,independent,u2net,resnet50,mean,35.0,0.897
imagenet,independent,u2net,resnet50,mean,40.0,0.893
imagenet,independent,u2net,resnet50,mean,45.0,0.886
imagenet,independent,u2net,resnet50,mean,50.0,0.877
imagenet,independent,u2net,resnet50,mean,55.0,0.86
imagenet,independent,u2net,resnet50,mean,60.0,0.841
imagenet,independent,u2net,resnet50,mean,65.0,0.806
imagenet,independent,u2net,resnet50,mean,70.0,0.77
imagenet,independent,u2net,resnet50,mean,75.0,0.719
imagenet,independent,u2net,resnet50,mean,80.0,0.634
imagenet,independent,u2net,resnet50,mean,85.0,0.528
imagenet,independent,u2net,resnet50,mean,90.0,0.369
imagenet,independent,u2net,resnet50,mean,95.0,0.177
imagenet,independent,u2net,resnet50,mean,100.0,0.006
imagenet,independent,u2net,resnet50,random_noise,0.0,0.92
imagenet,independent,u2net,resnet50,random_noise,5.0,0.919
imagenet,independent,u2net,resnet50,random_noise,10.0,0.916
imagenet,independent,u2net,resnet50,random_noise,15.0,0.911
imagenet,independent,u2net,resnet50,random_noise,20.0,0.906
imagenet,independent,u2net,resnet50,random_noise,25.0,0.891
imagenet,independent,u2net,resnet50,random_noise,30.0,0.893
imagenet,independent,u2net,resnet50,random_noise,35.0,0.879
imagenet,independent,u2net,resnet50,random_noise,40.0,0.867
imagenet,independent,u2net,resnet50,random_noise,45.0,0.845
imagenet,independent,u2net,resnet50,random_noise,50.0,0.823
imagenet,independent,u2net,resnet50,random_noise,55.0,0.816
imagenet,independent,u2net,resnet50,random_noise,60.0,0.786
imagenet,independent,u2net,resnet50,random_noise,65.0,0.742
imagenet,independent,u2net,resnet50,random_noise,70.0,0.7
imagenet,independent,u2net,resnet50,random_noise,75.0,0.636
imagenet,independent,u2net,resnet50,random_noise,80.0,0.544
imagenet,independent,u2net,resnet50,random_noise,85.0,0.407
imagenet,independent,u2net,resnet50,random_noise,90.0,0.251
imagenet,independent,u2net,resnet50,random_noise,95.0,0.102
imagenet,independent,u2net,resnet50,random_noise,100.0,0.001
imagenet,independent,u2net,resnet50,white,0.0,0.92
imagenet,independent,u2net,resnet50,white,5.0,0.917
imagenet,independent,u2net,resnet50,white,10.0,0.916
imagenet,independent,u2net,resnet50,white,15.0,0.907
imagenet,independent,u2net,resnet50,white,20.0,0.9
imagenet,independent,u2net,resnet50,white,25.0,0.892
imagenet,independent,u2net,resnet50,white,30.0,0.883
imagenet,independent,u2net,resnet50,white,35.0,0.874
imagenet,independent,u2net,resnet50,white,40.0,0.861
imagenet,independent,u2net,resnet50,white,45.0,0.853
imagenet,independent,u2net,resnet50,white,50.0,0.836
imagenet,independent,u2net,resnet50,white,55.0,0.824
imagenet,independent,u2net,resnet50,white,60.0,0.787
imagenet,independent,u2net,resnet50,white,65.0,0.744
imagenet,independent,u2net,resnet50,white,70.0,0.711
imagenet,independent,u2net,resnet50,white,75.0,0.643
imagenet,independent,u2net,resnet50,white,80.0,0.563
imagenet,independent,u2net,resnet50,white,85.0,0.455
imagenet,independent,u2net,resnet50,white,90.0,0.29
imagenet,independent,u2net,resnet50,white,95.0,0.112
imagenet,independent,u2net,resnet50,white,100.0,0.001
imagenet,independent,u2net,vgg16,black,0.0,0.818
imagenet,independent,u2net,vgg16,black,5.0,0.761
imagenet,independent,u2net,vgg16,black,10.0,0.736
imagenet,independent,u2net,vgg16,black,15.0,0.714
imagenet,independent,u2net,vgg16,black,20.0,0.679
imagenet,independent,u2net,vgg16,black,25.0,0.667
imagenet,independent,u2net,vgg16,black,30.0,0.639
imagenet,independent,u2net,vgg16,black,35.0,0.607
imagenet,independent,u2net,vgg16,black,40.0,0.574
imagenet,independent,u2net,vgg16,black,45.0,0.535
imagenet,independent,u2net,vgg16,black,50.0,0.508
imagenet,independent,u2net,vgg16,black,55.0,0.479
imagenet,independent,u2net,vgg16,black,60.0,0.423
imagenet,independent,u2net,vgg16,black,65.0,0.386
imagenet,independent,u2net,vgg16,black,70.0,0.354
imagenet,independent,u2net,vgg16,black,75.0,0.281
imagenet,independent,u2net,vgg16,black,80.0,0.23
imagenet,independent,u2net,vgg16,black,85.0,0.167
imagenet,independent,u2net,vgg16,black,90.0,0.101
imagenet,independent,u2net,vgg16,black,95.0,0.04
imagenet,independent,u2net,vgg16,black,100.0,0.001
imagenet,independent,u2net,vgg16,blur,0.0,0.818
imagenet,independent,u2net,vgg16,blur,5.0,0.81
imagenet,independent,u2net,vgg16,blur,10.0,0.812
imagenet,independent,u2net,vgg16,blur,15.0,0.807
imagenet,independent,u2net,vgg16,blur,20.0,0.801
imagenet,independent,u2net,vgg16,blur,25.0,0.792
imagenet,independent,u2net,vgg16,blur,30.0,0.782
imagenet,independent,u2net,vgg16,blur,35.0,0.756
imagenet,independent,u2net,vgg16,blur,40.0,0.753
imagenet,independent,u2net,vgg16,blur,45.0,0.735
imagenet,independent,u2net,vgg16,blur,50.0,0.729
imagenet,independent,u2net,vgg16,blur,55.0,0.686
imagenet,independent,u2net,vgg16,blur,60.0,0.658
imagenet,independent,u2net,vgg16,blur,65.0,0.627
imagenet,independent,u2net,vgg16,blur,70.0,0.588
imagenet,independent,u2net,vgg16,blur,75.0,0.529
imagenet,independent,u2net,vgg16,blur,80.0,0.457
imagenet,independent,u2net,vgg16,blur,85.0,0.362
imagenet,independent,u2net,vgg16,blur,90.0,0.244
imagenet,independent,u2net,vgg16,blur,95.0,0.122
imagenet,independent,u2net,vgg16,blur,100.0,0.034
imagenet,independent,u2net,vgg16,gray,0.0,0.818
imagenet,independent,u2net,vgg16,gray,5.0,0.793
imagenet,independent,u2net,vgg16,gray,10.0,0.781
imagenet,independent,u2net,vgg16,gray,15.0,0.766
imagenet,independent,u2net,vgg16,gray,20.0,0.744
imagenet,independent,u2net,vgg16,gray,25.0,0.725
imagenet,independent,u2net,vgg16,gray,30.0,0.701
imagenet,independent,u2net,vgg16,gray,35.0,0.676
imagenet,independent,u2net,vgg16,gray,40.0,0.667
imagenet,independent,u2net,vgg16,gray,45.0,0.644
imagenet,independent,u2net,vgg16,gray,50.0,0.629
imagenet,independent,u2net,vgg16,gray,55.0,0.601
imagenet,independent,u2net,vgg16,gray,60.0,0.561
imagenet,independent,u2net,vgg16,gray,65.0,0.509
imagenet,independent,u2net,vgg16,gray,70.0,0.469
imagenet,independent,u2net,vgg16,gray,75.0,0.407
imagenet,independent,u2net,vgg16,gray,80.0,0.347
imagenet,independent,u2net,vgg16,gray,85.0,0.259
imagenet,independent,u2net,vgg16,gray,90.0,0.16
imagenet,independent,u2net,vgg16,gray,95.0,0.062
imagenet,independent,u2net,vgg16,gray,100.0,0.001
imagenet,independent,u2net,vgg16,mean,0.0,0.818
imagenet,independent,u2net,vgg16,mean,5.0,0.799
imagenet,independent,u2net,vgg16,mean,10.0,0.794
imagenet,independent,u2net,vgg16,mean,15.0,0.779
imagenet,independent,u2net,vgg16,mean,20.0,0.765
imagenet,independent,u2net,vgg16,mean,25.0,0.747
imagenet,independent,u2net,vgg16,mean,30.0,0.731
imagenet,independent,u2net,vgg16,mean,35.0,0.716
imagenet,independent,u2net,vgg16,mean,40.0,0.698
imagenet,independent,u2net,vgg16,mean,45.0,0.675
imagenet,independent,u2net,vgg16,mean,50.0,0.669
imagenet,independent,u2net,vgg16,mean,55.0,0.63
imagenet,independent,u2net,vgg16,mean,60.0,0.591
imagenet,independent,u2net,vgg16,mean,65.0,0.548
imagenet,independent,u2net,vgg16,mean,70.0,0.503
imagenet,independent,u2net,vgg16,mean,75.0,0.431
imagenet,independent,u2net,vgg16,mean,80.0,0.362
imagenet,independent,u2net,vgg16,mean,85.0,0.287
imagenet,independent,u2net,vgg16,mean,90.0,0.171
imagenet,independent,u2net,vgg16,mean,95.0,0.067
imagenet,independent,u2net,vgg16,mean,100.0,0.002
imagenet,independent,u2net,vgg16,random_noise,0.0,0.818
imagenet,independent,u2net,vgg16,random_noise,5.0,0.794
imagenet,independent,u2net,vgg16,random_noise,10.0,0.772
imagenet,independent,u2net,vgg16,random_noise,15.0,0.756
imagenet,independent,u2net,vgg16,random_noise,20.0,0.749
imagenet,independent,u2net,vgg16,random_noise,25.0,0.741
imagenet,independent,u2net,vgg16,random_noise,30.0,0.716
imagenet,independent,u2net,vgg16,random_noise,35.0,0.693
imagenet,independent,u2net,vgg16,random_noise,40.0,0.669
imagenet,independent,u2net,vgg16,random_noise,45.0,0.661
imagenet,independent,u2net,vgg16,random_noise,50.0,0.643
imagenet,independent,u2net,vgg16,random_noise,55.0,0.622
imagenet,independent,u2net,vgg16,random_noise,60.0,0.577
imagenet,independent,u2net,vgg16,random_noise,65.0,0.545
imagenet,independent,u2net,vgg16,random_noise,70.0,0.506
imagenet,independent,u2net,vgg16,random_noise,75.0,0.436
imagenet,independent,u2net,vgg16,random_noise,80.0,0.365
imagenet,independent,u2net,vgg16,random_noise,85.0,0.279
imagenet,independent,u2net,vgg16,random_noise,90.0,0.178
imagenet,independent,u2net,vgg16,random_noise,95.0,0.069
imagenet,independent,u2net,vgg16,random_noise,100.0,0.001
imagenet,independent,u2net,vgg16,white,0.0,0.818
imagenet,independent,u2net,vgg16,white,5.0,0.79
imagenet,independent,u2net,vgg16,white,10.0,0.756
imagenet,independent,u2net,vgg16,white,15.0,0.743
imagenet,independent,u2net,vgg16,white,20.0,0.712
imagenet,independent,u2net,vgg16,white,25.0,0.679
imagenet,independent,u2net,vgg16,white,30.0,0.651
imagenet,independent,u2net,vgg16,white,35.0,0.641
imagenet,independent,u2net,vgg16,white,40.0,0.611
imagenet,independent,u2net,vgg16,white,45.0,0.596
imagenet,independent,u2net,vgg16,white,50.0,0.569
imagenet,independent,u2net,vgg16,white,55.0,0.543
imagenet,independent,u2net,vgg16,white,60.0,0.488
imagenet,independent,u2net,vgg16,white,65.0,0.459
imagenet,independent,u2net,vgg16,white,70.0,0.407
imagenet,independent,u2net,vgg16,white,75.0,0.346
imagenet,independent,u2net,vgg16,white,80.0,0.265
imagenet,independent,u2net,vgg16,white,85.0,0.205
imagenet,independent,u2net,vgg16,white,90.0,0.127
imagenet,independent,u2net,vgg16,white,95.0,0.045
imagenet,independent,u2net,vgg16,white,100.0,0.001
imagenet,independent,u2net+dino,mobilenet_v2,black,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,black,5.0,0.79
imagenet,independent,u2net+dino,mobilenet_v2,black,10.0,0.78
imagenet,independent,u2net+dino,mobilenet_v2,black,15.0,0.774
imagenet,independent,u2net+dino,mobilenet_v2,black,20.0,0.767
imagenet,independent,u2net+dino,mobilenet_v2,black,25.0,0.765
imagenet,independent,u2net+dino,mobilenet_v2,black,30.0,0.761
imagenet,independent,u2net+dino,mobilenet_v2,black,35.0,0.757
imagenet,independent,u2net+dino,mobilenet_v2,black,40.0,0.758
imagenet,independent,u2net+dino,mobilenet_v2,black,45.0,0.725
imagenet,independent,u2net+dino,mobilenet_v2,black,50.0,0.705
imagenet,independent,u2net+dino,mobilenet_v2,black,55.0,0.694
imagenet,independent,u2net+dino,mobilenet_v2,black,60.0,0.678
imagenet,independent,u2net+dino,mobilenet_v2,black,65.0,0.647
imagenet,independent,u2net+dino,mobilenet_v2,black,70.0,0.59
imagenet,independent,u2net+dino,mobilenet_v2,black,75.0,0.565
imagenet,independent,u2net+dino,mobilenet_v2,black,80.0,0.505
imagenet,independent,u2net+dino,mobilenet_v2,black,85.0,0.388
imagenet,independent,u2net+dino,mobilenet_v2,black,90.0,0.273
imagenet,independent,u2net+dino,mobilenet_v2,black,95.0,0.128
imagenet,independent,u2net+dino,mobilenet_v2,black,100.0,0.001
imagenet,independent,u2net+dino,mobilenet_v2,blur,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,blur,5.0,0.798
imagenet,independent,u2net+dino,mobilenet_v2,blur,10.0,0.788
imagenet,independent,u2net+dino,mobilenet_v2,blur,15.0,0.781
imagenet,independent,u2net+dino,mobilenet_v2,blur,20.0,0.778
imagenet,independent,u2net+dino,mobilenet_v2,blur,25.0,0.769
imagenet,independent,u2net+dino,mobilenet_v2,blur,30.0,0.761
imagenet,independent,u2net+dino,mobilenet_v2,blur,35.0,0.757
imagenet,independent,u2net+dino,mobilenet_v2,blur,40.0,0.74
imagenet,independent,u2net+dino,mobilenet_v2,blur,45.0,0.729
imagenet,independent,u2net+dino,mobilenet_v2,blur,50.0,0.704
imagenet,independent,u2net+dino,mobilenet_v2,blur,55.0,0.697
imagenet,independent,u2net+dino,mobilenet_v2,blur,60.0,0.669
imagenet,independent,u2net+dino,mobilenet_v2,blur,65.0,0.635
imagenet,independent,u2net+dino,mobilenet_v2,blur,70.0,0.598
imagenet,independent,u2net+dino,mobilenet_v2,blur,75.0,0.551
imagenet,independent,u2net+dino,mobilenet_v2,blur,80.0,0.499
imagenet,independent,u2net+dino,mobilenet_v2,blur,85.0,0.407
imagenet,independent,u2net+dino,mobilenet_v2,blur,90.0,0.287
imagenet,independent,u2net+dino,mobilenet_v2,blur,95.0,0.159
imagenet,independent,u2net+dino,mobilenet_v2,blur,100.0,0.056
imagenet,independent,u2net+dino,mobilenet_v2,gray,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,gray,5.0,0.79
imagenet,independent,u2net+dino,mobilenet_v2,gray,10.0,0.783
imagenet,independent,u2net+dino,mobilenet_v2,gray,15.0,0.772
imagenet,independent,u2net+dino,mobilenet_v2,gray,20.0,0.767
imagenet,independent,u2net+dino,mobilenet_v2,gray,25.0,0.771
imagenet,independent,u2net+dino,mobilenet_v2,gray,30.0,0.771
imagenet,independent,u2net+dino,mobilenet_v2,gray,35.0,0.76
imagenet,independent,u2net+dino,mobilenet_v2,gray,40.0,0.762
imagenet,independent,u2net+dino,mobilenet_v2,gray,45.0,0.752
imagenet,independent,u2net+dino,mobilenet_v2,gray,50.0,0.724
imagenet,independent,u2net+dino,mobilenet_v2,gray,55.0,0.716
imagenet,independent,u2net+dino,mobilenet_v2,gray,60.0,0.691
imagenet,independent,u2net+dino,mobilenet_v2,gray,65.0,0.662
imagenet,independent,u2net+dino,mobilenet_v2,gray,70.0,0.618
imagenet,independent,u2net+dino,mobilenet_v2,gray,75.0,0.575
imagenet,independent,u2net+dino,mobilenet_v2,gray,80.0,0.522
imagenet,independent,u2net+dino,mobilenet_v2,gray,85.0,0.442
imagenet,independent,u2net+dino,mobilenet_v2,gray,90.0,0.325
imagenet,independent,u2net+dino,mobilenet_v2,gray,95.0,0.158
imagenet,independent,u2net+dino,mobilenet_v2,gray,100.0,0.001
imagenet,independent,u2net+dino,mobilenet_v2,mean,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,mean,5.0,0.792
imagenet,independent,u2net+dino,mobilenet_v2,mean,10.0,0.787
imagenet,independent,u2net+dino,mobilenet_v2,mean,15.0,0.782
imagenet,independent,u2net+dino,mobilenet_v2,mean,20.0,0.773
imagenet,independent,u2net+dino,mobilenet_v2,mean,25.0,0.775
imagenet,independent,u2net+dino,mobilenet_v2,mean,30.0,0.772
imagenet,independent,u2net+dino,mobilenet_v2,mean,35.0,0.765
imagenet,independent,u2net+dino,mobilenet_v2,mean,40.0,0.768
imagenet,independent,u2net+dino,mobilenet_v2,mean,45.0,0.756
imagenet,independent,u2net+dino,mobilenet_v2,mean,50.0,0.732
imagenet,independent,u2net+dino,mobilenet_v2,mean,55.0,0.722
imagenet,independent,u2net+dino,mobilenet_v2,mean,60.0,0.707
imagenet,independent,u2net+dino,mobilenet_v2,mean,65.0,0.68
imagenet,independent,u2net+dino,mobilenet_v2,mean,70.0,0.64
imagenet,independent,u2net+dino,mobilenet_v2,mean,75.0,0.603
imagenet,independent,u2net+dino,mobilenet_v2,mean,80.0,0.542
imagenet,independent,u2net+dino,mobilenet_v2,mean,85.0,0.447
imagenet,independent,u2net+dino,mobilenet_v2,mean,90.0,0.33
imagenet,independent,u2net+dino,mobilenet_v2,mean,95.0,0.173
imagenet,independent,u2net+dino,mobilenet_v2,mean,100.0,0.003
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,5.0,0.786
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,10.0,0.773
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,15.0,0.759
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,20.0,0.741
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,25.0,0.738
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,30.0,0.73
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,35.0,0.716
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,40.0,0.712
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,45.0,0.685
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,50.0,0.668
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,55.0,0.637
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,60.0,0.602
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,65.0,0.566
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,70.0,0.531
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,75.0,0.457
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,80.0,0.394
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,85.0,0.284
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,90.0,0.179
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,95.0,0.069
imagenet,independent,u2net+dino,mobilenet_v2,random_noise,100.0,0.001
imagenet,independent,u2net+dino,mobilenet_v2,white,0.0,0.801
imagenet,independent,u2net+dino,mobilenet_v2,white,5.0,0.779
imagenet,independent,u2net+dino,mobilenet_v2,white,10.0,0.769
imagenet,independent,u2net+dino,mobilenet_v2,white,15.0,0.757
imagenet,independent,u2net+dino,mobilenet_v2,white,20.0,0.752
imagenet,independent,u2net+dino,mobilenet_v2,white,25.0,0.749
imagenet,independent,u2net+dino,mobilenet_v2,white,30.0,0.74
imagenet,independent,u2net+dino,mobilenet_v2,white,35.0,0.74
imagenet,independent,u2net+dino,mobilenet_v2,white,40.0,0.72
imagenet,independent,u2net+dino,mobilenet_v2,white,45.0,0.715
imagenet,independent,u2net+dino,mobilenet_v2,white,50.0,0.695
imagenet,independent,u2net+dino,mobilenet_v2,white,55.0,0.677
imagenet,independent,u2net+dino,mobilenet_v2,white,60.0,0.655
imagenet,independent,u2net+dino,mobilenet_v2,white,65.0,0.612
imagenet,independent,u2net+dino,mobilenet_v2,white,70.0,0.56
imagenet,independent,u2net+dino,mobilenet_v2,white,75.0,0.518
imagenet,independent,u2net+dino,mobilenet_v2,white,80.0,0.45
imagenet,independent,u2net+dino,mobilenet_v2,white,85.0,0.359
imagenet,independent,u2net+dino,mobilenet_v2,white,90.0,0.243
imagenet,independent,u2net+dino,mobilenet_v2,white,95.0,0.095
imagenet,independent,u2net+dino,mobilenet_v2,white,100.0,0.001
imagenet,independent,u2net+dino,resnet50,black,0.0,0.92
imagenet,independent,u2net+dino,resnet50,black,5.0,0.917
imagenet,independent,u2net+dino,resnet50,black,10.0,0.918
imagenet,independent,u2net+dino,resnet50,black,15.0,0.914
imagenet,independent,u2net+dino,resnet50,black,20.0,0.906
imagenet,independent,u2net+dino,resnet50,black,25.0,0.898
imagenet,independent,u2net+dino,resnet50,black,30.0,0.902
imagenet,independent,u2net+dino,resnet50,black,35.0,0.891
imagenet,independent,u2net+dino,resnet50,black,40.0,0.887
imagenet,independent,u2net+dino,resnet50,black,45.0,0.877
imagenet,independent,u2net+dino,resnet50,black,50.0,0.859
imagenet,independent,u2net+dino,resnet50,black,55.0,0.848
imagenet,independent,u2net+dino,resnet50,black,60.0,0.83
imagenet,independent,u2net+dino,resnet50,black,65.0,0.793
imagenet,independent,u2net+dino,resnet50,black,70.0,0.767
imagenet,independent,u2net+dino,resnet50,black,75.0,0.717
imagenet,independent,u2net+dino,resnet50,black,80.0,0.661
imagenet,independent,u2net+dino,resnet50,black,85.0,0.561
imagenet,independent,u2net+dino,resnet50,black,90.0,0.417
imagenet,independent,u2net+dino,resnet50,black,95.0,0.206
imagenet,independent,u2net+dino,resnet50,black,100.0,0.001
imagenet,independent,u2net+dino,resnet50,blur,0.0,0.92
imagenet,independent,u2net+dino,resnet50,blur,5.0,0.921
imagenet,independent,u2net+dino,resnet50,blur,10.0,0.917
imagenet,independent,u2net+dino,resnet50,blur,15.0,0.914
imagenet,independent,u2net+dino,resnet50,blur,20.0,0.913
imagenet,independent,u2net+dino,resnet50,blur,25.0,0.907
