image_id,explainer,judge_model,SSMS_score,S,alpha,entropy,sparsity
image_00035,grad_cam,resnet50,1.0,15252.3798828125,2.2897162437438965,10.409987449645996,0.38285235969387754
image_00035,grad_cam,mobilenet_v2,1.0,15252.3798828125,2.2897162437438965,10.409987449645996,0.38285235969387754
image_00036,grad_cam,resnet50,0.0,21828.228515625,1.2986748218536377,10.651201248168945,0.1309191645408163
image_00036,grad_cam,mobilenet_v2,0.0,21828.228515625,1.2986748218536377,10.651201248168945,0.1309191645408163
image_00037,grad_cam,resnet50,1.0,16509.390625,2.0392398834228516,10.47109603881836,0.27170360331632654
image_00037,grad_cam,mobilenet_v2,0.0,16509.390625,2.0392398834228516,10.47109603881836,0.27170360331632654
image_00038,grad_cam,resnet50,1.0,17639.814453125,1.8444743156433105,10.394221305847168,0.3488919005102041
image_00038,grad_cam,mobilenet_v2,1.0,17639.814453125,1.8444743156433105,10.394221305847168,0.3488919005102041
image_00039,grad_cam,resnet50,1.0,26955.33984375,0.8614493608474731,10.670933723449707,0.08492107780612244
image_00039,grad_cam,mobilenet_v2,1.0,26955.33984375,0.8614493608474731,10.670933723449707,0.08492107780612244
image_00040,grad_cam,resnet50,1.0,22640.16015625,1.2162387371063232,10.678559303283691,0.09105947066326531
image_00040,grad_cam,mobilenet_v2,1.0,22640.16015625,1.2162387371063232,10.678559303283691,0.09105947066326531
image_00041,grad_cam,resnet50,1.0,19049.017578125,1.6340465545654297,10.488564491271973,0.25051817602040816
image_00041,grad_cam,mobilenet_v2,1.0,19049.017578125,1.6340465545654297,10.488564491271973,0.25051817602040816
image_00042,grad_cam,resnet50,1.0,15900.23046875,2.155677556991577,10.466460227966309,0.27236128826530615
image_00042,grad_cam,mobilenet_v2,1.0,15900.23046875,2.155677556991577,10.466460227966309,0.27236128826530615
image_00043,grad_cam,resnet50,1.0,20035.37890625,1.504369854927063,10.49678897857666,0.23963647959183673
image_00043,grad_cam,mobilenet_v2,1.0,20035.37890625,1.504369854927063,10.49678897857666,0.23963647959183673
image_00044,grad_cam,resnet50,1.0,17362.55078125,1.8898979425430298,10.522385597229004,0.24326371173469388
image_00044,grad_cam,mobilenet_v2,0.0,17362.55078125,1.8898979425430298,10.522385597229004,0.24326371173469388
image_00045,grad_cam,resnet50,1.0,19661.544921875,1.5519866943359375,10.47061824798584,0.30996890943877553
image_00045,grad_cam,mobilenet_v2,1.0,19661.544921875,1.5519866943359375,10.47061824798584,0.30996890943877553
image_00046,grad_cam,resnet50,1.0,18360.494140625,1.7328240871429443,10.558016777038574,0.15939891581632654
image_00046,grad_cam,mobilenet_v2,1.0,18360.494140625,1.7328240871429443,10.558016777038574,0.15939891581632654
image_00047,grad_cam,resnet50,1.0,23691.908203125,1.1178538799285889,10.663263320922852,0.06696428571428571
image_00047,grad_cam,mobilenet_v2,1.0,23691.908203125,1.1178538799285889,10.663263320922852,0.06696428571428571
image_00048,grad_cam,resnet50,1.0,17713.435546875,1.8326520919799805,10.479323387145996,0.27770248724489793
image_00048,grad_cam,mobilenet_v2,1.0,17713.435546875,1.8326520919799805,10.479323387145996,0.27770248724489793
image_00049,grad_cam,resnet50,1.0,29078.005859375,0.7255653738975525,10.71046257019043,0.03712930484693878
image_00049,grad_cam,mobilenet_v2,1.0,29078.005859375,0.7255653738975525,10.71046257019043,0.03712930484693878
image_00050,grad_cam,resnet50,1.0,21640.109375,1.318657398223877,10.575860023498535,0.18500876913265307
image_00050,grad_cam,mobilenet_v2,1.0,21640.109375,1.318657398223877,10.575860023498535,0.18500876913265307
image_00051,grad_cam,resnet50,1.0,15803.0615234375,2.1750810146331787,10.402480125427246,0.33163265306122447
image_00051,grad_cam,mobilenet_v2,0.0,15803.0615234375,2.1750810146331787,10.402480125427246,0.33163265306122447
image_00052,grad_cam,resnet50,0.0,20659.57421875,1.4287045001983643,10.658716201782227,0.0680404974489796
image_00052,grad_cam,mobilenet_v2,0.0,20659.57421875,1.4287045001983643,10.658716201782227,0.0680404974489796
image_00053,grad_cam,resnet50,1.0,21350.794921875,1.35007643699646,10.631597518920898,0.09881218112244898
image_00053,grad_cam,mobilenet_v2,1.0,21350.794921875,1.35007643699646,10.631597518920898,0.09881218112244898
image_00054,grad_cam,resnet50,1.0,16811.341796875,1.9846515655517578,10.487593650817871,0.2615991709183674
image_00054,grad_cam,mobilenet_v2,1.0,16811.341796875,1.9846515655517578,10.487593650817871,0.2615991709183674
image_00055,grad_cam,resnet50,0.0,23364.57421875,1.1475247144699097,10.642319679260254,0.10273836096938775
image_00055,grad_cam,mobilenet_v2,0.0,23364.57421875,1.1475247144699097,10.642319679260254,0.10273836096938775
image_00056,grad_cam,resnet50,0.0,15245.423828125,2.29121732711792,10.239243507385254,0.5006377551020408
image_00056,grad_cam,mobilenet_v2,0.0,15245.423828125,2.29121732711792,10.239243507385254,0.5006377551020408
image_00057,grad_cam,resnet50,1.0,14671.4453125,2.4199767112731934,10.210652351379395,0.4636080994897959
image_00057,grad_cam,mobilenet_v2,1.0,14671.4453125,2.4199767112731934,10.210652351379395,0.4636080994897959
image_00058,grad_cam,resnet50,0.0,17411.5859375,1.8817592859268188,10.535418510437012,0.18116230867346939
image_00058,grad_cam,mobilenet_v2,0.0,17411.5859375,1.8817592859268188,10.535418510437012,0.18116230867346939
image_00059,grad_cam,resnet50,1.0,12710.7451171875,2.947526216506958,10.310478210449219,0.4138233418367347
image_00059,grad_cam,mobilenet_v2,1.0,12710.7451171875,2.947526216506958,10.310478210449219,0.4138233418367347
image_00060,grad_cam,resnet50,0.0,24045.87109375,1.086678385734558,10.629169464111328,0.09642059948979592
image_00060,grad_cam,mobilenet_v2,0.0,24045.87109375,1.086678385734558,10.629169464111328,0.09642059948979592
image_00061,grad_cam,resnet50,1.0,19557.591796875,1.5655510425567627,10.560837745666504,0.19060905612244897
image_00061,grad_cam,mobilenet_v2,1.0,19557.591796875,1.5655510425567627,10.560837745666504,0.19060905612244897
image_00062,grad_cam,resnet50,1.0,18807.95703125,1.6678069829940796,10.461559295654297,0.27529097576530615
image_00062,grad_cam,mobilenet_v2,1.0,18807.95703125,1.6678069829940796,10.461559295654297,0.27529097576530615
image_00063,grad_cam,resnet50,1.0,31395.474609375,0.5981920957565308,10.753140449523926,0.029934630102040817
image_00063,grad_cam,mobilenet_v2,1.0,31395.474609375,0.5981920957565308,10.753140449523926,0.029934630102040817
image_00064,grad_cam,resnet50,1.0,11776.79296875,3.260582685470581,10.384964942932129,0.3780891262755102
image_00064,grad_cam,mobilenet_v2,0.0,11776.79296875,3.260582685470581,10.384964942932129,0.3780891262755102
image_00065,grad_cam,resnet50,0.0,24930.7265625,1.0126168727874756,10.624159812927246,0.11214524872448979
image_00065,grad_cam,mobilenet_v2,1.0,24930.7265625,1.0126168727874756,10.624159812927246,0.11214524872448979
image_00066,grad_cam,resnet50,1.0,17633.080078125,1.8455606698989868,10.47668743133545,0.26895328443877553
image_00066,grad_cam,mobilenet_v2,0.0,17633.080078125,1.8455606698989868,10.47668743133545,0.26895328443877553
image_00067,grad_cam,resnet50,1.0,21441.6328125,1.3401203155517578,10.664283752441406,0.08938536352040816
image_00067,grad_cam,mobilenet_v2,1.0,21441.6328125,1.3401203155517578,10.664283752441406,0.08938536352040816
image_00068,grad_cam,resnet50,1.0,27842.58984375,0.802131175994873,10.757315635681152,0.017239317602040817
image_00068,grad_cam,mobilenet_v2,1.0,27842.58984375,0.802131175994873,10.757315635681152,0.017239317602040817
image_00069,grad_cam,resnet50,1.0,18420.734375,1.7238870859146118,10.593446731567383,0.08177216198979592
image_00069,grad_cam,mobilenet_v2,1.0,18420.734375,1.7238870859146118,10.593446731567383,0.08177216198979592
image_00070,grad_cam,resnet50,1.0,23568.728515625,1.128922700881958,10.6469144821167,0.09691884566326531
image_00070,grad_cam,mobilenet_v2,1.0,23568.728515625,1.128922700881958,10.6469144821167,0.09691884566326531
image_00071,grad_cam,resnet50,1.0,19975.591796875,1.511865496635437,10.575175285339355,0.1745655293367347
image_00071,grad_cam,mobilenet_v2,1.0,19975.591796875,1.511865496635437,10.575175285339355,0.1745655293367347
image_00072,grad_cam,resnet50,1.0,18663.29296875,1.688485860824585,10.515263557434082,0.17173549107142858
image_00072,grad_cam,mobilenet_v2,1.0,18663.29296875,1.688485860824585,10.515263557434082,0.17173549107142858
image_00073,grad_cam,resnet50,0.0,14258.4990234375,2.519023895263672,10.419574737548828,0.31971460459183676
image_00073,grad_cam,mobilenet_v2,0.0,14258.4990234375,2.519023895263672,10.419574737548828,0.31971460459183676
image_00074,grad_cam,resnet50,1.0,16001.26953125,2.135751247406006,10.5057954788208,0.2194874043367347
image_00074,grad_cam,mobilenet_v2,1.0,16001.26953125,2.135751247406006,10.5057954788208,0.2194874043367347
image_00075,grad_cam,resnet50,1.0,19094.783203125,1.6277334690093994,10.479133605957031,0.24689094387755103
image_00075,grad_cam,mobilenet_v2,1.0,19094.783203125,1.6277334690093994,10.479133605957031,0.24689094387755103
image_00076,grad_cam,resnet50,1.0,25442.97265625,0.9720966219902039,10.644707679748535,0.09070073341836735
image_00076,grad_cam,mobilenet_v2,1.0,25442.97265625,0.9720966219902039,10.644707679748535,0.09070073341836735
image_00077,grad_cam,resnet50,1.0,17825.208984375,1.814889907836914,10.450607299804688,0.25003985969387754
image_00077,grad_cam,mobilenet_v2,1.0,17825.208984375,1.814889907836914,10.450607299804688,0.25003985969387754
image_00078,grad_cam,resnet50,1.0,18656.650390625,1.6894431114196777,10.493171691894531,0.22423070790816327
image_00078,grad_cam,mobilenet_v2,1.0,18656.650390625,1.6894431114196777,10.493171691894531,0.22423070790816327
image_00079,grad_cam,resnet50,1.0,16772.61328125,1.9915434122085571,10.463102340698242,0.2766661352040816
image_00079,grad_cam,mobilenet_v2,1.0,16772.61328125,1.9915434122085571,10.463102340698242,0.2766661352040816
image_00080,grad_cam,resnet50,1.0,16307.7041015625,2.0768280029296875,10.409138679504395,0.3297791772959184
image_00080,grad_cam,mobilenet_v2,1.0,16307.7041015625,2.0768280029296875,10.409138679504395,0.3297791772959184
image_00081,grad_cam,resnet50,1.0,16224.0302734375,2.09269642829895,10.356047630310059,0.37788982780612246
image_00081,grad_cam,mobilenet_v2,1.0,16224.0302734375,2.09269642829895,10.356047630310059,0.37788982780612246
image_00082,grad_cam,resnet50,1.0,13800.099609375,2.635915756225586,10.285897254943848,0.43411192602040816
image_00082,grad_cam,mobilenet_v2,1.0,13800.099609375,2.635915756225586,10.285897254943848,0.43411192602040816
image_00083,grad_cam,resnet50,1.0,16447.044921875,2.0507607460021973,10.509507179260254,0.13905054209183673
image_00083,grad_cam,mobilenet_v2,1.0,16447.044921875,2.0507607460021973,10.509507179260254,0.13905054209183673
image_00084,grad_cam,resnet50,1.0,18348.12109375,1.7346669435501099,10.51821517944336,0.2556002869897959
image_00084,grad_cam,mobilenet_v2,1.0,18348.12109375,1.7346669435501099,10.51821517944336,0.2556002869897959
image_00085,grad_cam,resnet50,1.0,15859.2802734375,2.163825750350952,10.441230773925781,0.26955117984693877
image_00085,grad_cam,mobilenet_v2,1.0,15859.2802734375,2.163825750350952,10.441230773925781,0.26955117984693877
image_00086,grad_cam,resnet50,1.0,24370.50390625,1.0588823556900024,10.633271217346191,0.08213089923469388
image_00086,grad_cam,mobilenet_v2,1.0,24370.50390625,1.0588823556900024,10.633271217346191,0.08213089923469388
image_00087,grad_cam,resnet50,1.0,22516.4765625,1.2284126281738281,10.651426315307617,0.06744260204081633
image_00087,grad_cam,mobilenet_v2,1.0,22516.4765625,1.2284126281738281,10.651426315307617,0.06744260204081633
image_00088,grad_cam,resnet50,1.0,20159.248046875,1.4889817237854004,10.479087829589844,0.2829041772959184
image_00088,grad_cam,mobilenet_v2,1.0,20159.248046875,1.4889817237854004,10.479087829589844,0.2829041772959184
image_00089,grad_cam,resnet50,1.0,21489.990234375,1.3348544836044312,10.648361206054688,0.13030133928571427
image_00089,grad_cam,mobilenet_v2,1.0,21489.990234375,1.3348544836044312,10.648361206054688,0.13030133928571427
image_00090,grad_cam,resnet50,1.0,25621.478515625,0.9583569169044495,10.6907320022583,0.0865951849489796
image_00090,grad_cam,mobilenet_v2,1.0,25621.478515625,0.9583569169044495,10.6907320022583,0.0865951849489796
image_00091,grad_cam,resnet50,1.0,13404.3544921875,2.7432610988616943,10.467111587524414,0.2665218431122449
image_00091,grad_cam,mobilenet_v2,1.0,13404.3544921875,2.7432610988616943,10.467111587524414,0.2665218431122449
image_00092,grad_cam,resnet50,1.0,17232.625,1.9116864204406738,10.468287467956543,0.24150988520408162
image_00092,grad_cam,mobilenet_v2,1.0,17232.625,1.9116864204406738,10.468287467956543,0.24150988520408162
image_00093,grad_cam,resnet50,1.0,17831.396484375,1.813913106918335,10.587776184082031,0.13968829719387754
image_00093,grad_cam,mobilenet_v2,1.0,17831.396484375,1.813913106918335,10.587776184082031,0.13968829719387754
image_00094,grad_cam,resnet50,1.0,20593.794921875,1.4364620447158813,10.573537826538086,0.130859375
image_00094,grad_cam,mobilenet_v2,1.0,20593.794921875,1.4364620447158813,10.573537826538086,0.130859375
image_00095,grad_cam,resnet50,1.0,19371.962890625,1.590135097503662,10.548705101013184,0.1724529655612245
image_00095,grad_cam,mobilenet_v2,1.0,19371.962890625,1.590135097503662,10.548705101013184,0.1724529655612245
image_00096,grad_cam,resnet50,1.0,16755.419921875,1.9946129322052002,10.386431694030762,0.32924107142857145
image_00096,grad_cam,mobilenet_v2,1.0,16755.419921875,1.9946129322052002,10.386431694030762,0.32924107142857145
image_00097,grad_cam,resnet50,1.0,14335.5390625,2.500112533569336,10.450726509094238,0.29274952168367346
image_00097,grad_cam,mobilenet_v2,1.0,14335.5390625,2.500112533569336,10.450726509094238,0.29274952168367346
image_00098,grad_cam,resnet50,1.0,19076.466796875,1.6302564144134521,10.604467391967773,0.12109375
image_00098,grad_cam,mobilenet_v2,1.0,19076.466796875,1.6302564144134521,10.604467391967773,0.12109375
image_00099,grad_cam,resnet50,1.0,15144.7109375,2.3131039142608643,10.369688034057617,0.34474649234693877
image_00099,grad_cam,mobilenet_v2,1.0,15144.7109375,2.3131039142608643,10.369688034057617,0.34474649234693877
image_00100,grad_cam,resnet50,1.0,23387.1640625,1.1454503536224365,10.584417343139648,0.1705596301020408
image_00100,grad_cam,mobilenet_v2,1.0,23387.1640625,1.1454503536224365,10.584417343139648,0.1705596301020408
image_00101,grad_cam,resnet50,1.0,13930.875,2.6017837524414062,10.502884864807129,0.2447783801020408
image_00101,grad_cam,mobilenet_v2,1.0,13930.875,2.6017837524414062,10.502884864807129,0.2447783801020408
image_00102,grad_cam,resnet50,1.0,18354.33203125,1.7337415218353271,10.638028144836426,0.07334183673469388
image_00102,grad_cam,mobilenet_v2,1.0,18354.33203125,1.7337415218353271,10.638028144836426,0.07334183673469388
image_00103,grad_cam,resnet50,1.0,16753.521484375,1.9949523210525513,10.537309646606445,0.17938855229591838
image_00103,grad_cam,mobilenet_v2,1.0,16753.521484375,1.9949523210525513,10.537309646606445,0.17938855229591838
image_00104,grad_cam,resnet50,0.0,13315.2060546875,2.7683231830596924,10.45263957977295,0.2275988520408163
image_00104,grad_cam,mobilenet_v2,0.0,13315.2060546875,2.7683231830596924,10.45263957977295,0.2275988520408163
image_00105,grad_cam,resnet50,1.0,22344.892578125,1.245524287223816,10.697773933410645,0.03569435586734694
image_00105,grad_cam,mobilenet_v2,1.0,22344.892578125,1.245524287223816,10.697773933410645,0.03569435586734694
image_00106,grad_cam,resnet50,1.0,22168.578125,1.2633837461471558,10.662507057189941,0.0723453443877551
image_00106,grad_cam,mobilenet_v2,1.0,22168.578125,1.2633837461471558,10.662507057189941,0.0723453443877551
image_00107,grad_cam,resnet50,0.0,11602.220703125,3.3246893882751465,10.209722518920898,0.4680723852040816
image_00107,grad_cam,mobilenet_v2,0.0,11602.220703125,3.3246893882751465,10.209722518920898,0.4680723852040816
image_00108,grad_cam,resnet50,0.0,30109.986328125,0.6664238572120667,10.745150566101074,0.01921237244897959
image_00108,grad_cam,mobilenet_v2,1.0,30109.986328125,0.6664238572120667,10.745150566101074,0.01921237244897959
image_00109,grad_cam,resnet50,1.0,18711.64453125,1.681538701057434,10.591092109680176,0.10212053571428571
image_00109,grad_cam,mobilenet_v2,1.0,18711.64453125,1.681538701057434,10.591092109680176,0.10212053571428571
image_00110,grad_cam,resnet50,1.0,25175.279296875,0.9930662512779236,10.710836410522461,0.03509646045918367
image_00110,grad_cam,mobilenet_v2,1.0,25175.279296875,0.9930662512779236,10.710836410522461,0.03509646045918367
image_00111,grad_cam,resnet50,1.0,15716.2939453125,2.192610263824463,10.245397567749023,0.4730747767857143
image_00111,grad_cam,mobilenet_v2,1.0,15716.2939453125,2.192610263824463,10.245397567749023,0.4730747767857143
image_00112,grad_cam,resnet50,1.0,20110.44921875,1.4950213432312012,10.662155151367188,0.09911112882653061
image_00112,grad_cam,mobilenet_v2,1.0,20110.44921875,1.4950213432312012,10.662155151367188,0.09911112882653061
image_00113,grad_cam,resnet50,1.0,16386.79296875,2.0619781017303467,10.572765350341797,0.12165178571428571
image_00113,grad_cam,mobilenet_v2,1.0,16386.79296875,2.0619781017303467,10.572765350341797,0.12165178571428571
image_00114,grad_cam,resnet50,1.0,28939.92578125,0.7337985038757324,10.74619197845459,0.029257015306122448
image_00114,grad_cam,mobilenet_v2,1.0,28939.92578125,0.7337985038757324,10.74619197845459,0.029257015306122448
image_00115,grad_cam,resnet50,1.0,22983.220703125,1.1831579208374023,10.689432144165039,0.045599489795918366
image_00115,grad_cam,mobilenet_v2,1.0,22983.220703125,1.1831579208374023,10.689432144165039,0.045599489795918366
image_00116,grad_cam,resnet50,1.0,23079.330078125,1.1740665435791016,10.681744575500488,0.07304288903061225
image_00116,grad_cam,mobilenet_v2,0.0,23079.330078125,1.1740665435791016,10.681744575500488,0.07304288903061225
image_00117,grad_cam,resnet50,1.0,28604.59765625,0.7541236281394958,10.722990989685059,0.03981983418367347
image_00117,grad_cam,mobilenet_v2,1.0,28604.59765625,0.7541236281394958,10.722990989685059,0.03981983418367347
image_00118,grad_cam,resnet50,0.0,15872.259765625,2.161238670349121,10.415694236755371,0.3125797193877551
image_00118,grad_cam,mobilenet_v2,0.0,15872.259765625,2.161238670349121,10.415694236755371,0.3125797193877551
image_00119,grad_cam,resnet50,1.0,23453.54296875,1.139378309249878,10.541196823120117,0.1768375318877551
image_00119,grad_cam,mobilenet_v2,0.0,23453.54296875,1.139378309249878,10.541196823120117,0.1768375318877551
image_00120,grad_cam,resnet50,1.0,19671.87890625,1.5506460666656494,10.608180046081543,0.12693319515306123
image_00120,grad_cam,mobilenet_v2,1.0,19671.87890625,1.5506460666656494,10.608180046081543,0.12693319515306123
image_00121,grad_cam,resnet50,1.0,17914.54296875,1.80085289478302,10.530082702636719,0.22809709821428573
image_00121,grad_cam,mobilenet_v2,1.0,17914.54296875,1.80085289478302,10.530082702636719,0.22809709821428573
image_00122,grad_cam,resnet50,1.0,20959.380859375,1.3939638137817383,10.598723411560059,0.09899154974489796
image_00122,grad_cam,mobilenet_v2,0.0,20959.380859375,1.3939638137817383,10.598723411560059,0.09899154974489796
image_00123,grad_cam,resnet50,1.0,23355.951171875,1.148317575454712,10.678366661071777,0.07587292729591837
image_00123,grad_cam,mobilenet_v2,1.0,23355.951171875,1.148317575454712,10.678366661071777,0.07587292729591837
image_00124,grad_cam,resnet50,1.0,20270.388671875,1.475334882736206,10.709092140197754,0.025330835459183673
image_00124,grad_cam,mobilenet_v2,1.0,20270.388671875,1.475334882736206,10.709092140197754,0.025330835459183673
image_00125,grad_cam,resnet50,1.0,14023.751953125,2.577929973602295,10.376360893249512,0.3045679209183674
image_00125,grad_cam,mobilenet_v2,1.0,14023.751953125,2.577929973602295,10.376360893249512,0.3045679209183674
image_00126,grad_cam,resnet50,1.0,26655.767578125,0.882369339466095,10.639049530029297,0.060825892857142856
image_00126,grad_cam,mobilenet_v2,1.0,26655.767578125,0.882369339466095,10.639049530029297,0.060825892857142856
image_00127,grad_cam,resnet50,1.0,21177.177734375,1.3693431615829468,10.62928295135498,0.14140226403061223
image_00127,grad_cam,mobilenet_v2,1.0,21177.177734375,1.3693431615829468,10.62928295135498,0.14140226403061223
image_00128,grad_cam,resnet50,1.0,15275.9951171875,2.284630537033081,10.573017120361328,0.11866230867346939
image_00128,grad_cam,mobilenet_v2,1.0,15275.9951171875,2.284630537033081,10.573017120361328,0.11866230867346939
image_00129,grad_cam,resnet50,1.0,16265.0517578125,2.0848965644836426,10.385248184204102,0.34217554209183676
image_00129,grad_cam,mobilenet_v2,1.0,16265.0517578125,2.0848965644836426,10.385248184204102,0.34217554209183676
image_00130,grad_cam,resnet50,1.0,22517.119140625,1.228348970413208,10.589499473571777,0.13968829719387754
image_00130,grad_cam,mobilenet_v2,1.0,22517.119140625,1.228348970413208,10.589499473571777,0.13968829719387754
image_00131,grad_cam,resnet50,1.0,23180.345703125,1.1645923852920532,10.526762008666992,0.20717075892857142
image_00131,grad_cam,mobilenet_v2,1.0,23180.345703125,1.1645923852920532,10.526762008666992,0.20717075892857142
image_00132,grad_cam,resnet50,1.0,13999.1689453125,2.5842127799987793,10.493492126464844,0.2686344068877551
image_00132,grad_cam,mobilenet_v2,1.0,13999.1689453125,2.5842127799987793,10.493492126464844,0.2686344068877551
image_00133,grad_cam,resnet50,1.0,19026.173828125,1.637209177017212,10.60837173461914,0.10668447066326531
image_00133,grad_cam,mobilenet_v2,1.0,19026.173828125,1.637209177017212,10.60837173461914,0.10668447066326531
image_00134,grad_cam,resnet50,1.0,20157.767578125,1.4891644716262817,10.453235626220703,0.286930006377551
image_00134,grad_cam,mobilenet_v2,1.0,20157.767578125,1.4891644716262817,10.453235626220703,0.286930006377551
image_00135,grad_cam,resnet50,1.0,17344.837890625,1.892849326133728,10.558852195739746,0.19838169642857142
image_00135,grad_cam,mobilenet_v2,1.0,17344.837890625,1.892849326133728,10.558852195739746,0.19838169642857142
image_00136,grad_cam,resnet50,1.0,22691.20703125,1.211253046989441,10.651991844177246,0.10670440051020408
image_00136,grad_cam,mobilenet_v2,1.0,22691.20703125,1.211253046989441,10.651991844177246,0.10670440051020408
image_00137,grad_cam,resnet50,1.0,12699.80859375,2.950925588607788,10.309147834777832,0.4307437818877551
image_00137,grad_cam,mobilenet_v2,1.0,12699.80859375,2.950925588607788,10.309147834777832,0.4307437818877551
image_00138,grad_cam,resnet50,1.0,18497.396484375,1.7125979661941528,10.441582679748535,0.2855947066326531
image_00138,grad_cam,mobilenet_v2,1.0,18497.396484375,1.7125979661941528,10.441582679748535,0.2855947066326531
image_00139,grad_cam,resnet50,1.0,13655.2451171875,2.674485445022583,10.382959365844727,0.39200015943877553
image_00139,grad_cam,mobilenet_v2,1.0,13655.2451171875,2.674485445022583,10.382959365844727,0.39200015943877553
image_00140,grad_cam,resnet50,1.0,14488.1728515625,2.4632387161254883,10.378911018371582,0.35160235969387754
image_00140,grad_cam,mobilenet_v2,1.0,14488.1728515625,2.4632387161254883,10.378911018371582,0.35160235969387754
image_00141,grad_cam,resnet50,1.0,19084.41015625,1.6291617155075073,10.53345012664795,0.1697624362244898
image_00141,grad_cam,mobilenet_v2,1.0,19084.41015625,1.6291617155075073,10.53345012664795,0.1697624362244898
image_00142,grad_cam,resnet50,1.0,14060.9765625,2.56845760345459,10.363873481750488,0.40084901147959184
image_00142,grad_cam,mobilenet_v2,1.0,14060.9765625,2.56845760345459,10.363873481750488,0.40084901147959184
image_00143,grad_cam,resnet50,1.0,15623.958984375,2.211477756500244,10.453306198120117,0.33278858418367346
image_00143,grad_cam,mobilenet_v2,1.0,15623.958984375,2.211477756500244,10.453306198120117,0.33278858418367346
image_00144,grad_cam,resnet50,1.0,20750.6875,1.41804039478302,10.577788352966309,0.1732501594387755
image_00144,grad_cam,mobilenet_v2,1.0,20750.6875,1.41804039478302,10.577788352966309,0.1732501594387755
image_00145,grad_cam,resnet50,1.0,20146.744140625,1.4905264377593994,10.598764419555664,0.13398836096938777
image_00145,grad_cam,mobilenet_v2,1.0,20146.744140625,1.4905264377593994,10.598764419555664,0.13398836096938777
image_00146,grad_cam,resnet50,1.0,23543.203125,1.1312308311462402,10.64219856262207,0.10275829081632654
image_00146,grad_cam,mobilenet_v2,1.0,23543.203125,1.1312308311462402,10.64219856262207,0.10275829081632654
image_00147,grad_cam,resnet50,1.0,18578.763671875,1.7007179260253906,10.524187088012695,0.2236328125
image_00147,grad_cam,mobilenet_v2,1.0,18578.763671875,1.7007179260253906,10.524187088012695,0.2236328125
image_00148,grad_cam,resnet50,1.0,19633.19140625,1.5556721687316895,10.671210289001465,0.02578922193877551
image_00148,grad_cam,mobilenet_v2,1.0,19633.19140625,1.5556721687316895,10.671210289001465,0.02578922193877551
image_00149,grad_cam,resnet50,1.0,25875.986328125,0.939095139503479,10.646021842956543,0.08884725765306123
image_00149,grad_cam,mobilenet_v2,1.0,25875.986328125,0.939095139503479,10.646021842956543,0.08884725765306123
image_00150,grad_cam,resnet50,1.0,15616.2646484375,2.213060140609741,10.452620506286621,0.2920519770408163
image_00150,grad_cam,mobilenet_v2,1.0,15616.2646484375,2.213060140609741,10.452620506286621,0.2920519770408163
image_00151,grad_cam,resnet50,1.0,14540.2060546875,2.4508450031280518,10.456613540649414,0.31798070790816324
image_00151,grad_cam,mobilenet_v2,1.0,14540.2060546875,2.4508450031280518,10.456613540649414,0.31798070790816324
image_00152,grad_cam,resnet50,1.0,23471.001953125,1.137786865234375,10.683966636657715,0.05169802295918367
image_00152,grad_cam,mobilenet_v2,1.0,23471.001953125,1.137786865234375,10.683966636657715,0.05169802295918367
image_00153,grad_cam,resnet50,1.0,21823.380859375,1.2991855144500732,10.610845565795898,0.1112484056122449
image_00153,grad_cam,mobilenet_v2,1.0,21823.380859375,1.2991855144500732,10.610845565795898,0.1112484056122449
image_00154,grad_cam,resnet50,1.0,18172.849609375,1.7610419988632202,10.546854019165039,0.18879544005102042
image_00154,grad_cam,mobilenet_v2,1.0,18172.849609375,1.7610419988632202,10.546854019165039,0.18879544005102042
image_00155,grad_cam,resnet50,1.0,23619.802734375,1.1243191957473755,10.669081687927246,0.07202646683673469
image_00155,grad_cam,mobilenet_v2,1.0,23619.802734375,1.1243191957473755,10.669081687927246,0.07202646683673469
image_00156,grad_cam,resnet50,1.0,15580.1181640625,2.2205147743225098,10.388908386230469,0.3223254145408163
image_00156,grad_cam,mobilenet_v2,1.0,15580.1181640625,2.2205147743225098,10.388908386230469,0.3223254145408163
image_00157,grad_cam,resnet50,1.0,20528.59765625,1.444200038909912,10.549446105957031,0.12575733418367346
image_00157,grad_cam,mobilenet_v2,1.0,20528.59765625,1.444200038909912,10.549446105957031,0.12575733418367346
image_00158,grad_cam,resnet50,1.0,14873.919921875,2.3734211921691895,10.360249519348145,0.35744180484693877
image_00158,grad_cam,mobilenet_v2,0.0,14873.919921875,2.3734211921691895,10.360249519348145,0.35744180484693877
image_00159,grad_cam,resnet50,0.0,12416.41796875,3.0411009788513184,10.28510856628418,0.47568558673469385
image_00159,grad_cam,mobilenet_v2,0.0,12416.41796875,3.0411009788513184,10.28510856628418,0.47568558673469385
image_00160,grad_cam,resnet50,1.0,15412.5068359375,2.255537748336792,10.480202674865723,0.24216757015306123
image_00160,grad_cam,mobilenet_v2,1.0,15412.5068359375,2.255537748336792,10.480202674865723,0.24216757015306123
image_00161,grad_cam,resnet50,1.0,18087.611328125,1.7740534543991089,10.505888938903809,0.2180125956632653
image_00161,grad_cam,mobilenet_v2,0.0,18087.611328125,1.7740534543991089,10.505888938903809,0.2180125956632653
image_00162,grad_cam,resnet50,1.0,24195.64453125,1.0737617015838623,10.697547912597656,0.07274394132653061
