dataset,generating_model,attribution_method,judging_model,fill_strategy,occlusion_level,mean_accuracy
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,20.0,0.921
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,25.0,0.909
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,30.0,0.897
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,35.0,0.889
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,40.0,0.877
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,45.0,0.856
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,50.0,0.834
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,55.0,0.813
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,60.0,0.785
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,65.0,0.759
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,70.0,0.714
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,75.0,0.658
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,80.0,0.57
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,85.0,0.489
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,90.0,0.365
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,95.0,0.213
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,gray,100.0,0.005
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,0.0,0.952
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,5.0,0.946
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,10.0,0.94
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,15.0,0.932
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,20.0,0.926
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,25.0,0.924
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,30.0,0.909
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,35.0,0.904
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,40.0,0.893
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,45.0,0.865
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,50.0,0.851
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,55.0,0.832
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,60.0,0.814
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,65.0,0.794
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,70.0,0.75
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,75.0,0.696
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,80.0,0.611
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,85.0,0.517
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,90.0,0.399
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,95.0,0.239
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,mean,100.0,0.009
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,0.0,0.952
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,5.0,0.94
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,10.0,0.938
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,15.0,0.927
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,20.0,0.931
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,25.0,0.925
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,30.0,0.919
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,35.0,0.898
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,40.0,0.886
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,45.0,0.873
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,50.0,0.857
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,55.0,0.84
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,60.0,0.803
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,65.0,0.777
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,70.0,0.741
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,75.0,0.684
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,80.0,0.62
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,85.0,0.531
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,90.0,0.401
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,95.0,0.217
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,random_noise,100.0,0.006
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,0.0,0.952
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,5.0,0.947
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,10.0,0.932
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,15.0,0.92
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,20.0,0.906
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,25.0,0.889
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,30.0,0.883
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,35.0,0.864
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,40.0,0.847
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,45.0,0.825
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,50.0,0.809
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,55.0,0.781
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,60.0,0.762
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,65.0,0.715
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,70.0,0.678
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,75.0,0.633
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,80.0,0.546
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,85.0,0.443
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,90.0,0.329
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,95.0,0.175
imagenet,independent,dinov2_COMBO_ENT_SMOOTH,vgg16,white,100.0,0.005
imagenet,independent,u2net,mobilenet_v2,black,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,black,5.0,0.94
imagenet,independent,u2net,mobilenet_v2,black,10.0,0.935
imagenet,independent,u2net,mobilenet_v2,black,15.0,0.938
imagenet,independent,u2net,mobilenet_v2,black,20.0,0.93
imagenet,independent,u2net,mobilenet_v2,black,25.0,0.93
imagenet,independent,u2net,mobilenet_v2,black,30.0,0.925
imagenet,independent,u2net,mobilenet_v2,black,35.0,0.92
imagenet,independent,u2net,mobilenet_v2,black,40.0,0.92
imagenet,independent,u2net,mobilenet_v2,black,45.0,0.914
imagenet,independent,u2net,mobilenet_v2,black,50.0,0.894
imagenet,independent,u2net,mobilenet_v2,black,55.0,0.888
imagenet,independent,u2net,mobilenet_v2,black,60.0,0.875
imagenet,independent,u2net,mobilenet_v2,black,65.0,0.842
imagenet,independent,u2net,mobilenet_v2,black,70.0,0.805
imagenet,independent,u2net,mobilenet_v2,black,75.0,0.753
imagenet,independent,u2net,mobilenet_v2,black,80.0,0.694
imagenet,independent,u2net,mobilenet_v2,black,85.0,0.619
imagenet,independent,u2net,mobilenet_v2,black,90.0,0.472
imagenet,independent,u2net,mobilenet_v2,black,95.0,0.234
imagenet,independent,u2net,mobilenet_v2,black,100.0,0.005
imagenet,independent,u2net,mobilenet_v2,blur,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,blur,5.0,0.939
imagenet,independent,u2net,mobilenet_v2,blur,10.0,0.94
imagenet,independent,u2net,mobilenet_v2,blur,15.0,0.937
imagenet,independent,u2net,mobilenet_v2,blur,20.0,0.935
imagenet,independent,u2net,mobilenet_v2,blur,25.0,0.93
imagenet,independent,u2net,mobilenet_v2,blur,30.0,0.929
imagenet,independent,u2net,mobilenet_v2,blur,35.0,0.93
imagenet,independent,u2net,mobilenet_v2,blur,40.0,0.918
imagenet,independent,u2net,mobilenet_v2,blur,45.0,0.915
imagenet,independent,u2net,mobilenet_v2,blur,50.0,0.907
imagenet,independent,u2net,mobilenet_v2,blur,55.0,0.879
imagenet,independent,u2net,mobilenet_v2,blur,60.0,0.856
imagenet,independent,u2net,mobilenet_v2,blur,65.0,0.823
imagenet,independent,u2net,mobilenet_v2,blur,70.0,0.781
imagenet,independent,u2net,mobilenet_v2,blur,75.0,0.728
imagenet,independent,u2net,mobilenet_v2,blur,80.0,0.671
imagenet,independent,u2net,mobilenet_v2,blur,85.0,0.566
imagenet,independent,u2net,mobilenet_v2,blur,90.0,0.414
imagenet,independent,u2net,mobilenet_v2,blur,95.0,0.249
imagenet,independent,u2net,mobilenet_v2,blur,100.0,0.128
imagenet,independent,u2net,mobilenet_v2,gray,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,gray,5.0,0.94
imagenet,independent,u2net,mobilenet_v2,gray,10.0,0.938
imagenet,independent,u2net,mobilenet_v2,gray,15.0,0.938
imagenet,independent,u2net,mobilenet_v2,gray,20.0,0.936
imagenet,independent,u2net,mobilenet_v2,gray,25.0,0.929
imagenet,independent,u2net,mobilenet_v2,gray,30.0,0.936
imagenet,independent,u2net,mobilenet_v2,gray,35.0,0.931
imagenet,independent,u2net,mobilenet_v2,gray,40.0,0.924
imagenet,independent,u2net,mobilenet_v2,gray,45.0,0.92
imagenet,independent,u2net,mobilenet_v2,gray,50.0,0.915
imagenet,independent,u2net,mobilenet_v2,gray,55.0,0.893
imagenet,independent,u2net,mobilenet_v2,gray,60.0,0.874
imagenet,independent,u2net,mobilenet_v2,gray,65.0,0.864
imagenet,independent,u2net,mobilenet_v2,gray,70.0,0.827
imagenet,independent,u2net,mobilenet_v2,gray,75.0,0.782
imagenet,independent,u2net,mobilenet_v2,gray,80.0,0.74
imagenet,independent,u2net,mobilenet_v2,gray,85.0,0.666
imagenet,independent,u2net,mobilenet_v2,gray,90.0,0.524
imagenet,independent,u2net,mobilenet_v2,gray,95.0,0.289
imagenet,independent,u2net,mobilenet_v2,gray,100.0,0.005
imagenet,independent,u2net,mobilenet_v2,mean,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,mean,5.0,0.94
imagenet,independent,u2net,mobilenet_v2,mean,10.0,0.938
imagenet,independent,u2net,mobilenet_v2,mean,15.0,0.938
imagenet,independent,u2net,mobilenet_v2,mean,20.0,0.936
imagenet,independent,u2net,mobilenet_v2,mean,25.0,0.931
imagenet,independent,u2net,mobilenet_v2,mean,30.0,0.929
imagenet,independent,u2net,mobilenet_v2,mean,35.0,0.932
imagenet,independent,u2net,mobilenet_v2,mean,40.0,0.925
imagenet,independent,u2net,mobilenet_v2,mean,45.0,0.92
imagenet,independent,u2net,mobilenet_v2,mean,50.0,0.914
imagenet,independent,u2net,mobilenet_v2,mean,55.0,0.905
imagenet,independent,u2net,mobilenet_v2,mean,60.0,0.878
imagenet,independent,u2net,mobilenet_v2,mean,65.0,0.855
imagenet,independent,u2net,mobilenet_v2,mean,70.0,0.83
imagenet,independent,u2net,mobilenet_v2,mean,75.0,0.785
imagenet,independent,u2net,mobilenet_v2,mean,80.0,0.723
imagenet,independent,u2net,mobilenet_v2,mean,85.0,0.638
imagenet,independent,u2net,mobilenet_v2,mean,90.0,0.504
imagenet,independent,u2net,mobilenet_v2,mean,95.0,0.28
imagenet,independent,u2net,mobilenet_v2,mean,100.0,0.007
imagenet,independent,u2net,mobilenet_v2,random_noise,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,random_noise,5.0,0.941
imagenet,independent,u2net,mobilenet_v2,random_noise,10.0,0.939
imagenet,independent,u2net,mobilenet_v2,random_noise,15.0,0.934
imagenet,independent,u2net,mobilenet_v2,random_noise,20.0,0.929
imagenet,independent,u2net,mobilenet_v2,random_noise,25.0,0.925
imagenet,independent,u2net,mobilenet_v2,random_noise,30.0,0.921
imagenet,independent,u2net,mobilenet_v2,random_noise,35.0,0.913
imagenet,independent,u2net,mobilenet_v2,random_noise,40.0,0.904
imagenet,independent,u2net,mobilenet_v2,random_noise,45.0,0.896
imagenet,independent,u2net,mobilenet_v2,random_noise,50.0,0.873
imagenet,independent,u2net,mobilenet_v2,random_noise,55.0,0.856
imagenet,independent,u2net,mobilenet_v2,random_noise,60.0,0.823
imagenet,independent,u2net,mobilenet_v2,random_noise,65.0,0.785
imagenet,independent,u2net,mobilenet_v2,random_noise,70.0,0.743
imagenet,independent,u2net,mobilenet_v2,random_noise,75.0,0.675
imagenet,independent,u2net,mobilenet_v2,random_noise,80.0,0.594
imagenet,independent,u2net,mobilenet_v2,random_noise,85.0,0.473
imagenet,independent,u2net,mobilenet_v2,random_noise,90.0,0.319
imagenet,independent,u2net,mobilenet_v2,random_noise,95.0,0.137
imagenet,independent,u2net,mobilenet_v2,random_noise,100.0,0.005
imagenet,independent,u2net,mobilenet_v2,white,0.0,0.942
imagenet,independent,u2net,mobilenet_v2,white,5.0,0.942
imagenet,independent,u2net,mobilenet_v2,white,10.0,0.935
imagenet,independent,u2net,mobilenet_v2,white,15.0,0.935
imagenet,independent,u2net,mobilenet_v2,white,20.0,0.946
imagenet,independent,u2net,mobilenet_v2,white,25.0,0.932
imagenet,independent,u2net,mobilenet_v2,white,30.0,0.925
imagenet,independent,u2net,mobilenet_v2,white,35.0,0.916
imagenet,independent,u2net,mobilenet_v2,white,40.0,0.911
imagenet,independent,u2net,mobilenet_v2,white,45.0,0.897
imagenet,independent,u2net,mobilenet_v2,white,50.0,0.895
imagenet,independent,u2net,mobilenet_v2,white,55.0,0.868
imagenet,independent,u2net,mobilenet_v2,white,60.0,0.841
imagenet,independent,u2net,mobilenet_v2,white,65.0,0.825
imagenet,independent,u2net,mobilenet_v2,white,70.0,0.783
imagenet,independent,u2net,mobilenet_v2,white,75.0,0.742
imagenet,independent,u2net,mobilenet_v2,white,80.0,0.668
imagenet,independent,u2net,mobilenet_v2,white,85.0,0.578
imagenet,independent,u2net,mobilenet_v2,white,90.0,0.413
imagenet,independent,u2net,mobilenet_v2,white,95.0,0.203
imagenet,independent,u2net,mobilenet_v2,white,100.0,0.005
imagenet,independent,u2net,resnet50,black,0.0,0.99
imagenet,independent,u2net,resnet50,black,5.0,0.988
imagenet,independent,u2net,resnet50,black,10.0,0.987
imagenet,independent,u2net,resnet50,black,15.0,0.985
imagenet,independent,u2net,resnet50,black,20.0,0.983
imagenet,independent,u2net,resnet50,black,25.0,0.983
imagenet,independent,u2net,resnet50,black,30.0,0.979
imagenet,independent,u2net,resnet50,black,35.0,0.976
imagenet,independent,u2net,resnet50,black,40.0,0.975
imagenet,independent,u2net,resnet50,black,45.0,0.972
imagenet,independent,u2net,resnet50,black,50.0,0.964
imagenet,independent,u2net,resnet50,black,55.0,0.956
imagenet,independent,u2net,resnet50,black,60.0,0.945
imagenet,independent,u2net,resnet50,black,65.0,0.929
imagenet,independent,u2net,resnet50,black,70.0,0.904
imagenet,independent,u2net,resnet50,black,75.0,0.872
imagenet,independent,u2net,resnet50,black,80.0,0.809
imagenet,independent,u2net,resnet50,black,85.0,0.713
imagenet,independent,u2net,resnet50,black,90.0,0.553
imagenet,independent,u2net,resnet50,black,95.0,0.291
imagenet,independent,u2net,resnet50,black,100.0,0.005
imagenet,independent,u2net,resnet50,blur,0.0,0.99
imagenet,independent,u2net,resnet50,blur,5.0,0.989
imagenet,independent,u2net,resnet50,blur,10.0,0.988
imagenet,independent,u2net,resnet50,blur,15.0,0.988
imagenet,independent,u2net,resnet50,blur,20.0,0.986
imagenet,independent,u2net,resnet50,blur,25.0,0.985
imagenet,independent,u2net,resnet50,blur,30.0,0.983
imagenet,independent,u2net,resnet50,blur,35.0,0.981
imagenet,independent,u2net,resnet50,blur,40.0,0.98
imagenet,independent,u2net,resnet50,blur,45.0,0.976
imagenet,independent,u2net,resnet50,blur,50.0,0.968
imagenet,independent,u2net,resnet50,blur,55.0,0.959
imagenet,independent,u2net,resnet50,blur,60.0,0.949
imagenet,independent,u2net,resnet50,blur,65.0,0.936
imagenet,independent,u2net,resnet50,blur,70.0,0.914
imagenet,independent,u2net,resnet50,blur,75.0,0.871
imagenet,independent,u2net,resnet50,blur,80.0,0.829
imagenet,independent,u2net,resnet50,blur,85.0,0.739
imagenet,independent,u2net,resnet50,blur,90.0,0.592
imagenet,independent,u2net,resnet50,blur,95.0,0.434
imagenet,independent,u2net,resnet50,blur,100.0,0.31
imagenet,independent,u2net,resnet50,gray,0.0,0.99
imagenet,independent,u2net,resnet50,gray,5.0,0.988
imagenet,independent,u2net,resnet50,gray,10.0,0.988
imagenet,independent,u2net,resnet50,gray,15.0,0.988
imagenet,independent,u2net,resnet50,gray,20.0,0.983
imagenet,independent,u2net,resnet50,gray,25.0,0.982
imagenet,independent,u2net,resnet50,gray,30.0,0.98
imagenet,independent,u2net,resnet50,gray,35.0,0.977
imagenet,independent,u2net,resnet50,gray,40.0,0.98
imagenet,independent,u2net,resnet50,gray,45.0,0.977
imagenet,independent,u2net,resnet50,gray,50.0,0.965
imagenet,independent,u2net,resnet50,gray,55.0,0.955
imagenet,independent,u2net,resnet50,gray,60.0,0.944
imagenet,independent,u2net,resnet50,gray,65.0,0.931
imagenet,independent,u2net,resnet50,gray,70.0,0.907
imagenet,independent,u2net,resnet50,gray,75.0,0.859
imagenet,independent,u2net,resnet50,gray,80.0,0.799
imagenet,independent,u2net,resnet50,gray,85.0,0.72
imagenet,independent,u2net,resnet50,gray,90.0,0.559
imagenet,independent,u2net,resnet50,gray,95.0,0.284
imagenet,independent,u2net,resnet50,gray,100.0,0.005
imagenet,independent,u2net,resnet50,mean,0.0,0.99
imagenet,independent,u2net,resnet50,mean,5.0,0.989
imagenet,independent,u2net,resnet50,mean,10.0,0.986
imagenet,independent,u2net,resnet50,mean,15.0,0.987
imagenet,independent,u2net,resnet50,mean,20.0,0.986
imagenet,independent,u2net,resnet50,mean,25.0,0.983
imagenet,independent,u2net,resnet50,mean,30.0,0.981
imagenet,independent,u2net,resnet50,mean,35.0,0.982
imagenet,independent,u2net,resnet50,mean,40.0,0.981
imagenet,independent,u2net,resnet50,mean,45.0,0.978
imagenet,independent,u2net,resnet50,mean,50.0,0.969
imagenet,independent,u2net,resnet50,mean,55.0,0.963
imagenet,independent,u2net,resnet50,mean,60.0,0.948
imagenet,independent,u2net,resnet50,mean,65.0,0.934
imagenet,independent,u2net,resnet50,mean,70.0,0.917
imagenet,independent,u2net,resnet50,mean,75.0,0.87
imagenet,independent,u2net,resnet50,mean,80.0,0.81
imagenet,independent,u2net,resnet50,mean,85.0,0.722
imagenet,independent,u2net,resnet50,mean,90.0,0.564
imagenet,independent,u2net,resnet50,mean,95.0,0.309
imagenet,independent,u2net,resnet50,mean,100.0,0.014
imagenet,independent,u2net,resnet50,random_noise,0.0,0.99
imagenet,independent,u2net,resnet50,random_noise,5.0,0.989
imagenet,independent,u2net,resnet50,random_noise,10.0,0.986
imagenet,independent,u2net,resnet50,random_noise,15.0,0.986
imagenet,independent,u2net,resnet50,random_noise,20.0,0.983
imagenet,independent,u2net,resnet50,random_noise,25.0,0.977
imagenet,independent,u2net,resnet50,random_noise,30.0,0.978
imagenet,independent,u2net,resnet50,random_noise,35.0,0.973
imagenet,independent,u2net,resnet50,random_noise,40.0,0.969
imagenet,independent,u2net,resnet50,random_noise,45.0,0.966
imagenet,independent,u2net,resnet50,random_noise,50.0,0.952
imagenet,independent,u2net,resnet50,random_noise,55.0,0.938
imagenet,independent,u2net,resnet50,random_noise,60.0,0.913
imagenet,independent,u2net,resnet50,random_noise,65.0,0.898
imagenet,independent,u2net,resnet50,random_noise,70.0,0.852
imagenet,independent,u2net,resnet50,random_noise,75.0,0.797
imagenet,independent,u2net,resnet50,random_noise,80.0,0.715
imagenet,independent,u2net,resnet50,random_noise,85.0,0.607
imagenet,independent,u2net,resnet50,random_noise,90.0,0.404
imagenet,independent,u2net,resnet50,random_noise,95.0,0.173
imagenet,independent,u2net,resnet50,random_noise,100.0,0.005
imagenet,independent,u2net,resnet50,white,0.0,0.99
imagenet,independent,u2net,resnet50,white,5.0,0.989
imagenet,independent,u2net,resnet50,white,10.0,0.986
imagenet,independent,u2net,resnet50,white,15.0,0.983
imagenet,independent,u2net,resnet50,white,20.0,0.986
imagenet,independent,u2net,resnet50,white,25.0,0.974
imagenet,independent,u2net,resnet50,white,30.0,0.977
imagenet,independent,u2net,resnet50,white,35.0,0.969
imagenet,independent,u2net,resnet50,white,40.0,0.966
imagenet,independent,u2net,resnet50,white,45.0,0.96
imagenet,independent,u2net,resnet50,white,50.0,0.946
imagenet,independent,u2net,resnet50,white,55.0,0.931
imagenet,independent,u2net,resnet50,white,60.0,0.92
imagenet,independent,u2net,resnet50,white,65.0,0.894
imagenet,independent,u2net,resnet50,white,70.0,0.865
imagenet,independent,u2net,resnet50,white,75.0,0.812
imagenet,independent,u2net,resnet50,white,80.0,0.745
imagenet,independent,u2net,resnet50,white,85.0,0.651
imagenet,independent,u2net,resnet50,white,90.0,0.45
imagenet,independent,u2net,resnet50,white,95.0,0.214
imagenet,independent,u2net,resnet50,white,100.0,0.005
imagenet,independent,u2net,vgg16,black,0.0,0.952
imagenet,independent,u2net,vgg16,black,5.0,0.916
imagenet,independent,u2net,vgg16,black,10.0,0.904
imagenet,independent,u2net,vgg16,black,15.0,0.894
imagenet,independent,u2net,vgg16,black,20.0,0.867
imagenet,independent,u2net,vgg16,black,25.0,0.855
imagenet,independent,u2net,vgg16,black,30.0,0.837
imagenet,independent,u2net,vgg16,black,35.0,0.815
imagenet,independent,u2net,vgg16,black,40.0,0.797
imagenet,independent,u2net,vgg16,black,45.0,0.764
imagenet,independent,u2net,vgg16,black,50.0,0.739
imagenet,independent,u2net,vgg16,black,55.0,0.694
imagenet,independent,u2net,vgg16,black,60.0,0.657
imagenet,independent,u2net,vgg16,black,65.0,0.617
imagenet,independent,u2net,vgg16,black,70.0,0.565
imagenet,independent,u2net,vgg16,black,75.0,0.486
imagenet,independent,u2net,vgg16,black,80.0,0.415
imagenet,independent,u2net,vgg16,black,85.0,0.309
imagenet,independent,u2net,vgg16,black,90.0,0.192
imagenet,independent,u2net,vgg16,black,95.0,0.093
imagenet,independent,u2net,vgg16,black,100.0,0.005
imagenet,independent,u2net,vgg16,blur,0.0,0.952
imagenet,independent,u2net,vgg16,blur,5.0,0.953
imagenet,independent,u2net,vgg16,blur,10.0,0.948
imagenet,independent,u2net,vgg16,blur,15.0,0.947
imagenet,independent,u2net,vgg16,blur,20.0,0.943
imagenet,independent,u2net,vgg16,blur,25.0,0.937
imagenet,independent,u2net,vgg16,blur,30.0,0.93
imagenet,independent,u2net,vgg16,blur,35.0,0.923
imagenet,independent,u2net,vgg16,blur,40.0,0.923
imagenet,independent,u2net,vgg16,blur,45.0,0.912
imagenet,independent,u2net,vgg16,blur,50.0,0.901
imagenet,independent,u2net,vgg16,blur,55.0,0.879
imagenet,independent,u2net,vgg16,blur,60.0,0.854
imagenet,independent,u2net,vgg16,blur,65.0,0.817
imagenet,independent,u2net,vgg16,blur,70.0,0.796
imagenet,independent,u2net,vgg16,blur,75.0,0.724
imagenet,independent,u2net,vgg16,blur,80.0,0.657
imagenet,independent,u2net,vgg16,blur,85.0,0.556
imagenet,independent,u2net,vgg16,blur,90.0,0.424
imagenet,independent,u2net,vgg16,blur,95.0,0.24
imagenet,independent,u2net,vgg16,blur,100.0,0.112
imagenet,independent,u2net,vgg16,gray,0.0,0.952
imagenet,independent,u2net,vgg16,gray,5.0,0.942
imagenet,independent,u2net,vgg16,gray,10.0,0.93
imagenet,independent,u2net,vgg16,gray,15.0,0.917
imagenet,independent,u2net,vgg16,gray,20.0,0.902
imagenet,independent,u2net,vgg16,gray,25.0,0.896
imagenet,independent,u2net,vgg16,gray,30.0,0.895
imagenet,independent,u2net,vgg16,gray,35.0,0.878
imagenet,independent,u2net,vgg16,gray,40.0,0.863
imagenet,independent,u2net,vgg16,gray,45.0,0.838
imagenet,independent,u2net,vgg16,gray,50.0,0.822
imagenet,independent,u2net,vgg16,gray,55.0,0.797
imagenet,independent,u2net,vgg16,gray,60.0,0.764
imagenet,independent,u2net,vgg16,gray,65.0,0.736
imagenet,independent,u2net,vgg16,gray,70.0,0.701
imagenet,independent,u2net,vgg16,gray,75.0,0.625
imagenet,independent,u2net,vgg16,gray,80.0,0.54
imagenet,independent,u2net,vgg16,gray,85.0,0.433
imagenet,independent,u2net,vgg16,gray,90.0,0.284
imagenet,independent,u2net,vgg16,gray,95.0,0.147
imagenet,independent,u2net,vgg16,gray,100.0,0.005
imagenet,independent,u2net,vgg16,mean,0.0,0.952
imagenet,independent,u2net,vgg16,mean,5.0,0.947
imagenet,independent,u2net,vgg16,mean,10.0,0.932
imagenet,independent,u2net,vgg16,mean,15.0,0.933
imagenet,independent,u2net,vgg16,mean,20.0,0.926
imagenet,independent,u2net,vgg16,mean,25.0,0.912
imagenet,independent,u2net,vgg16,mean,30.0,0.909
imagenet,independent,u2net,vgg16,mean,35.0,0.898
imagenet,independent,u2net,vgg16,mean,40.0,0.887
imagenet,independent,u2net,vgg16,mean,45.0,0.874
imagenet,independent,u2net,vgg16,mean,50.0,0.846
imagenet,independent,u2net,vgg16,mean,55.0,0.83
imagenet,independent,u2net,vgg16,mean,60.0,0.813
imagenet,independent,u2net,vgg16,mean,65.0,0.772
imagenet,independent,u2net,vgg16,mean,70.0,0.73
imagenet,independent,u2net,vgg16,mean,75.0,0.662
imagenet,independent,u2net,vgg16,mean,80.0,0.578
imagenet,independent,u2net,vgg16,mean,85.0,0.47
imagenet,independent,u2net,vgg16,mean,90.0,0.296
imagenet,independent,u2net,vgg16,mean,95.0,0.158
imagenet,independent,u2net,vgg16,mean,100.0,0.009
imagenet,independent,u2net,vgg16,random_noise,0.0,0.952
imagenet,independent,u2net,vgg16,random_noise,5.0,0.946
imagenet,independent,u2net,vgg16,random_noise,10.0,0.936
imagenet,independent,u2net,vgg16,random_noise,15.0,0.926
imagenet,independent,u2net,vgg16,random_noise,20.0,0.909
imagenet,independent,u2net,vgg16,random_noise,25.0,0.908
imagenet,independent,u2net,vgg16,random_noise,30.0,0.895
imagenet,independent,u2net,vgg16,random_noise,35.0,0.883
imagenet,independent,u2net,vgg16,random_noise,40.0,0.873
imagenet,independent,u2net,vgg16,random_noise,45.0,0.858
imagenet,independent,u2net,vgg16,random_noise,50.0,0.842
imagenet,independent,u2net,vgg16,random_noise,55.0,0.831
imagenet,independent,u2net,vgg16,random_noise,60.0,0.793
imagenet,independent,u2net,vgg16,random_noise,65.0,0.755
