dataset,generating_model,attribution_method,judging_model,fill_strategy,auc,drop_at_75
imagenet,mobilenet_v2,grad_cam,resnet50,random_noise,0.86605,0.10499999999999998
imagenet,mobilenet_v2,grad_cam,resnet50,white,0.9013749999999999,0.05399999999999994
imagenet,mobilenet_v2,grad_cam,vgg16,black,0.7149250000000003,0.33499999999999996
imagenet,mobilenet_v2,grad_cam,vgg16,blur,0.8253499999999999,0.1529999999999999
imagenet,mobilenet_v2,grad_cam,vgg16,gray,0.746625,0.2679999999999999
imagenet,mobilenet_v2,grad_cam,vgg16,mean,0.7695249999999999,0.235
imagenet,mobilenet_v2,grad_cam,vgg16,random_noise,0.7634000000000001,0.247
imagenet,mobilenet_v2,grad_cam,vgg16,white,0.7299750000000002,0.29399999999999993
imagenet,mobilenet_v2,gradientshap,resnet50,black,0.481975,0.8109999999999999
imagenet,mobilenet_v2,gradientshap,resnet50,blur,0.7354000000000002,0.473
imagenet,mobilenet_v2,gradientshap,resnet50,gray,0.6455249999999999,0.5660000000000001
imagenet,mobilenet_v2,gradientshap,resnet50,mean,0.6729999999999999,0.5369999999999999
imagenet,mobilenet_v2,gradientshap,resnet50,random_noise,0.6291749999999999,0.616
imagenet,mobilenet_v2,gradientshap,resnet50,white,0.4630749999999999,0.79
imagenet,mobilenet_v2,gradientshap,vgg16,black,0.18267500000000003,0.9309999999999999
imagenet,mobilenet_v2,gradientshap,vgg16,blur,0.57515,0.6769999999999999
imagenet,mobilenet_v2,gradientshap,vgg16,gray,0.392275,0.847
imagenet,mobilenet_v2,gradientshap,vgg16,mean,0.43792500000000006,0.822
imagenet,mobilenet_v2,gradientshap,vgg16,random_noise,0.40769999999999995,0.814
imagenet,mobilenet_v2,gradientshap,vgg16,white,0.193875,0.9049999999999999
imagenet,mobilenet_v2,inputxgradient,resnet50,black,0.44612500000000005,0.844
imagenet,mobilenet_v2,inputxgradient,resnet50,blur,0.6944499999999999,0.55
imagenet,mobilenet_v2,inputxgradient,resnet50,gray,0.601325,0.649
imagenet,mobilenet_v2,inputxgradient,resnet50,mean,0.62485,0.618
imagenet,mobilenet_v2,inputxgradient,resnet50,random_noise,0.5865,0.708
imagenet,mobilenet_v2,inputxgradient,resnet50,white,0.432975,0.833
imagenet,mobilenet_v2,inputxgradient,vgg16,black,0.15967499999999998,0.94
imagenet,mobilenet_v2,inputxgradient,vgg16,blur,0.5273499999999999,0.744
imagenet,mobilenet_v2,inputxgradient,vgg16,gray,0.357625,0.881
imagenet,mobilenet_v2,inputxgradient,vgg16,mean,0.398125,0.863
imagenet,mobilenet_v2,inputxgradient,vgg16,random_noise,0.37207500000000004,0.84
imagenet,mobilenet_v2,inputxgradient,vgg16,white,0.168125,0.9279999999999999
imagenet,mobilenet_v2,integrated_gradients,resnet50,black,0.4976749999999999,0.763
imagenet,mobilenet_v2,integrated_gradients,resnet50,blur,0.7458000000000001,0.43299999999999994
imagenet,mobilenet_v2,integrated_gradients,resnet50,gray,0.6685749999999999,0.516
imagenet,mobilenet_v2,integrated_gradients,resnet50,mean,0.6950000000000002,0.46799999999999997
imagenet,mobilenet_v2,integrated_gradients,resnet50,random_noise,0.654275,0.556
imagenet,mobilenet_v2,integrated_gradients,resnet50,white,0.47412499999999996,0.776
imagenet,mobilenet_v2,integrated_gradients,vgg16,black,0.18902499999999997,0.9329999999999999
imagenet,mobilenet_v2,integrated_gradients,vgg16,blur,0.5917,0.6399999999999999
imagenet,mobilenet_v2,integrated_gradients,vgg16,gray,0.40722500000000006,0.829
imagenet,mobilenet_v2,integrated_gradients,vgg16,mean,0.45322500000000004,0.7949999999999999
imagenet,mobilenet_v2,integrated_gradients,vgg16,random_noise,0.422025,0.78
imagenet,mobilenet_v2,integrated_gradients,vgg16,white,0.20292499999999997,0.9059999999999999
imagenet,mobilenet_v2,saliency,resnet50,black,0.39412499999999995,0.902
imagenet,mobilenet_v2,saliency,resnet50,blur,0.6702000000000001,0.5820000000000001
imagenet,mobilenet_v2,saliency,resnet50,gray,0.531425,0.743
imagenet,mobilenet_v2,saliency,resnet50,mean,0.56665,0.712
imagenet,mobilenet_v2,saliency,resnet50,random_noise,0.52445,0.778
imagenet,mobilenet_v2,saliency,resnet50,white,0.3725249999999999,0.905
imagenet,mobilenet_v2,saliency,vgg16,black,0.159525,0.942
imagenet,mobilenet_v2,saliency,vgg16,blur,0.5207,0.74
imagenet,mobilenet_v2,saliency,vgg16,gray,0.316575,0.8899999999999999
imagenet,mobilenet_v2,saliency,vgg16,mean,0.36237499999999995,0.873
imagenet,mobilenet_v2,saliency,vgg16,random_noise,0.321675,0.875
imagenet,mobilenet_v2,saliency,vgg16,white,0.15897499999999998,0.938
imagenet,mobilenet_v2,smoothgrad,resnet50,black,0.6218250000000001,0.6599999999999999
imagenet,mobilenet_v2,smoothgrad,resnet50,blur,0.8036500000000001,0.30499999999999994
imagenet,mobilenet_v2,smoothgrad,resnet50,gray,0.7166250000000001,0.45799999999999996
imagenet,mobilenet_v2,smoothgrad,resnet50,mean,0.7362000000000001,0.43099999999999994
imagenet,mobilenet_v2,smoothgrad,resnet50,random_noise,0.708525,0.486
imagenet,mobilenet_v2,smoothgrad,resnet50,white,0.624775,0.63
imagenet,mobilenet_v2,smoothgrad,vgg16,black,0.336025,0.881
imagenet,mobilenet_v2,smoothgrad,vgg16,blur,0.6575500000000001,0.506
imagenet,mobilenet_v2,smoothgrad,vgg16,gray,0.495675,0.721
imagenet,mobilenet_v2,smoothgrad,vgg16,mean,0.533275,0.692
imagenet,mobilenet_v2,smoothgrad,vgg16,random_noise,0.5181250000000001,0.6779999999999999
imagenet,mobilenet_v2,smoothgrad,vgg16,white,0.3657249999999999,0.839
imagenet,resnet50,grad_cam,mobilenet_v2,black,0.868825,0.051999999999999935
imagenet,resnet50,grad_cam,mobilenet_v2,blur,0.82985,0.129
imagenet,resnet50,grad_cam,mobilenet_v2,gray,0.8699749999999998,0.04899999999999993
imagenet,resnet50,grad_cam,mobilenet_v2,mean,0.8637249999999999,0.05899999999999994
imagenet,resnet50,grad_cam,mobilenet_v2,random_noise,0.775375,0.21599999999999997
imagenet,resnet50,grad_cam,mobilenet_v2,white,0.8185749999999998,0.123
imagenet,resnet50,grad_cam,vgg16,black,0.704675,0.365
imagenet,resnet50,grad_cam,vgg16,blur,0.82225,0.17299999999999993
imagenet,resnet50,grad_cam,vgg16,gray,0.744375,0.2909999999999999
imagenet,resnet50,grad_cam,vgg16,mean,0.765825,0.26
imagenet,resnet50,grad_cam,vgg16,random_noise,0.7589250000000001,0.256
imagenet,resnet50,grad_cam,vgg16,white,0.7206750000000001,0.33099999999999996
imagenet,resnet50,gradientshap,mobilenet_v2,black,0.392225,0.836
imagenet,resnet50,gradientshap,mobilenet_v2,blur,0.5921500000000001,0.649
imagenet,resnet50,gradientshap,mobilenet_v2,gray,0.496375,0.744
imagenet,resnet50,gradientshap,mobilenet_v2,mean,0.535875,0.693
imagenet,resnet50,gradientshap,mobilenet_v2,random_noise,0.48012499999999997,0.7929999999999999
imagenet,resnet50,gradientshap,mobilenet_v2,white,0.36127500000000007,0.848
imagenet,resnet50,gradientshap,vgg16,black,0.16577499999999998,0.9329999999999999
imagenet,resnet50,gradientshap,vgg16,blur,0.5475,0.744
imagenet,resnet50,gradientshap,vgg16,gray,0.35932499999999995,0.88
imagenet,resnet50,gradientshap,vgg16,mean,0.407875,0.865
imagenet,resnet50,gradientshap,vgg16,random_noise,0.38142500000000007,0.841
imagenet,resnet50,gradientshap,vgg16,white,0.17032499999999998,0.9189999999999999
imagenet,resnet50,inputxgradient,mobilenet_v2,black,0.359075,0.867
imagenet,resnet50,inputxgradient,mobilenet_v2,blur,0.5543,0.719
imagenet,resnet50,inputxgradient,mobilenet_v2,gray,0.45847500000000013,0.7939999999999999
imagenet,resnet50,inputxgradient,mobilenet_v2,mean,0.4941749999999999,0.748
imagenet,resnet50,inputxgradient,mobilenet_v2,random_noise,0.4410750000000001,0.828
imagenet,resnet50,inputxgradient,mobilenet_v2,white,0.333025,0.861
imagenet,resnet50,inputxgradient,vgg16,black,0.146075,0.942
imagenet,resnet50,inputxgradient,vgg16,blur,0.50275,0.7959999999999999
imagenet,resnet50,inputxgradient,vgg16,gray,0.332225,0.8989999999999999
imagenet,resnet50,inputxgradient,vgg16,mean,0.3736749999999999,0.8879999999999999
imagenet,resnet50,inputxgradient,vgg16,random_noise,0.34672500000000006,0.876
imagenet,resnet50,inputxgradient,vgg16,white,0.14822500000000002,0.9339999999999999
imagenet,resnet50,integrated_gradients,mobilenet_v2,black,0.39597499999999997,0.838
imagenet,resnet50,integrated_gradients,mobilenet_v2,blur,0.6073,0.6139999999999999
imagenet,resnet50,integrated_gradients,mobilenet_v2,gray,0.512225,0.731
imagenet,resnet50,integrated_gradients,mobilenet_v2,mean,0.548525,0.6799999999999999
imagenet,resnet50,integrated_gradients,mobilenet_v2,random_noise,0.48815,0.7839999999999999
imagenet,resnet50,integrated_gradients,mobilenet_v2,white,0.365125,0.837
imagenet,resnet50,integrated_gradients,vgg16,black,0.16907499999999998,0.9369999999999999
imagenet,resnet50,integrated_gradients,vgg16,blur,0.5670000000000001,0.7
imagenet,resnet50,integrated_gradients,vgg16,gray,0.37272500000000003,0.875
imagenet,resnet50,integrated_gradients,vgg16,mean,0.41997500000000004,0.854
imagenet,resnet50,integrated_gradients,vgg16,random_noise,0.39322500000000005,0.827
imagenet,resnet50,integrated_gradients,vgg16,white,0.17307499999999995,0.9279999999999999
imagenet,resnet50,saliency,mobilenet_v2,black,0.32392499999999996,0.8919999999999999
imagenet,resnet50,saliency,mobilenet_v2,blur,0.5220999999999999,0.756
imagenet,resnet50,saliency,mobilenet_v2,gray,0.402825,0.86
imagenet,resnet50,saliency,mobilenet_v2,mean,0.44177500000000003,0.823
imagenet,resnet50,saliency,mobilenet_v2,random_noise,0.39565,0.877
imagenet,resnet50,saliency,mobilenet_v2,white,0.284025,0.9019999999999999
imagenet,resnet50,saliency,vgg16,black,0.144825,0.942
imagenet,resnet50,saliency,vgg16,blur,0.49335,0.8009999999999999
imagenet,resnet50,saliency,vgg16,gray,0.290825,0.9019999999999999
imagenet,resnet50,saliency,vgg16,mean,0.335825,0.891
imagenet,resnet50,saliency,vgg16,random_noise,0.29169999999999996,0.8939999999999999
imagenet,resnet50,saliency,vgg16,white,0.12647500000000003,0.939
imagenet,resnet50,smoothgrad,mobilenet_v2,black,0.5647249999999999,0.697
imagenet,resnet50,smoothgrad,mobilenet_v2,blur,0.68395,0.46699999999999997
imagenet,resnet50,smoothgrad,mobilenet_v2,gray,0.622375,0.578
imagenet,resnet50,smoothgrad,mobilenet_v2,mean,0.642175,0.5399999999999999
imagenet,resnet50,smoothgrad,mobilenet_v2,random_noise,0.611325,0.588
imagenet,resnet50,smoothgrad,mobilenet_v2,white,0.5564250000000001,0.6839999999999999
imagenet,resnet50,smoothgrad,vgg16,black,0.333775,0.8989999999999999
imagenet,resnet50,smoothgrad,vgg16,blur,0.6466,0.5349999999999999
imagenet,resnet50,smoothgrad,vgg16,gray,0.500625,0.743
imagenet,resnet50,smoothgrad,vgg16,mean,0.5402250000000001,0.699
imagenet,resnet50,smoothgrad,vgg16,random_noise,0.520175,0.689
imagenet,resnet50,smoothgrad,vgg16,white,0.369625,0.85
imagenet,vgg16,grad_cam,mobilenet_v2,black,0.7583249999999999,0.235
imagenet,vgg16,grad_cam,mobilenet_v2,blur,0.6963000000000003,0.368
imagenet,vgg16,grad_cam,mobilenet_v2,gray,0.7641750000000002,0.21899999999999997
imagenet,vgg16,grad_cam,mobilenet_v2,mean,0.7512249999999999,0.243
imagenet,vgg16,grad_cam,mobilenet_v2,random_noise,0.6088,0.569
imagenet,vgg16,grad_cam,mobilenet_v2,white,0.677375,0.3959999999999999
imagenet,vgg16,grad_cam,resnet50,black,0.8368250000000002,0.17100000000000004
imagenet,vgg16,grad_cam,resnet50,blur,0.8097,0.277
imagenet,vgg16,grad_cam,resnet50,gray,0.797375,0.271
imagenet,vgg16,grad_cam,resnet50,mean,0.7929499999999998,0.273
imagenet,vgg16,grad_cam,resnet50,random_noise,0.7097749999999999,0.46299999999999997
imagenet,vgg16,grad_cam,resnet50,white,0.7502249999999999,0.356
imagenet,vgg16,gradientshap,mobilenet_v2,black,0.46592500000000003,0.7509999999999999
imagenet,vgg16,gradientshap,mobilenet_v2,blur,0.6520999999999999,0.49299999999999994
imagenet,vgg16,gradientshap,mobilenet_v2,gray,0.5782250000000001,0.575
imagenet,vgg16,gradientshap,mobilenet_v2,mean,0.610575,0.5529999999999999
imagenet,vgg16,gradientshap,mobilenet_v2,random_noise,0.553175,0.641
imagenet,vgg16,gradientshap,mobilenet_v2,white,0.42967500000000003,0.738
imagenet,vgg16,gradientshap,resnet50,black,0.5232249999999999,0.7050000000000001
imagenet,vgg16,gradientshap,resnet50,blur,0.7716,0.37
imagenet,vgg16,gradientshap,resnet50,gray,0.6943250000000002,0.46699999999999997
imagenet,vgg16,gradientshap,resnet50,mean,0.7208000000000001,0.41700000000000004
imagenet,vgg16,gradientshap,resnet50,random_noise,0.6719499999999999,0.532
imagenet,vgg16,gradientshap,resnet50,white,0.5107750000000001,0.717
imagenet,vgg16,inputxgradient,mobilenet_v2,black,0.42952499999999993,0.7869999999999999
imagenet,vgg16,inputxgradient,mobilenet_v2,blur,0.60065,0.613
imagenet,vgg16,inputxgradient,mobilenet_v2,gray,0.528825,0.6689999999999999
imagenet,vgg16,inputxgradient,mobilenet_v2,mean,0.557925,0.627
imagenet,vgg16,inputxgradient,mobilenet_v2,random_noise,0.5085,0.731
imagenet,vgg16,inputxgradient,mobilenet_v2,white,0.399375,0.7789999999999999
imagenet,vgg16,inputxgradient,resnet50,black,0.477925,0.792
imagenet,vgg16,inputxgradient,resnet50,blur,0.72425,0.469
imagenet,vgg16,inputxgradient,resnet50,gray,0.635275,0.5720000000000001
imagenet,vgg16,inputxgradient,resnet50,mean,0.6633,0.5329999999999999
imagenet,vgg16,inputxgradient,resnet50,random_noise,0.61795,0.626
imagenet,vgg16,inputxgradient,resnet50,white,0.472275,0.781
imagenet,vgg16,integrated_gradients,mobilenet_v2,black,0.47222500000000006,0.735
imagenet,vgg16,integrated_gradients,mobilenet_v2,blur,0.65625,0.49499999999999994
imagenet,vgg16,integrated_gradients,mobilenet_v2,gray,0.582825,0.585
imagenet,vgg16,integrated_gradients,mobilenet_v2,mean,0.6144749999999999,0.5459999999999999
imagenet,vgg16,integrated_gradients,mobilenet_v2,random_noise,0.5583,0.6479999999999999
imagenet,vgg16,integrated_gradients,mobilenet_v2,white,0.432875,0.738
imagenet,vgg16,integrated_gradients,resnet50,black,0.5240250000000001,0.72
imagenet,vgg16,integrated_gradients,resnet50,blur,0.7689000000000001,0.374
imagenet,vgg16,integrated_gradients,resnet50,gray,0.696425,0.45599999999999996
imagenet,vgg16,integrated_gradients,resnet50,mean,0.7238999999999998,0.402
imagenet,vgg16,integrated_gradients,resnet50,random_noise,0.6761,0.512
imagenet,vgg16,integrated_gradients,resnet50,white,0.515925,0.708
imagenet,vgg16,saliency,mobilenet_v2,black,0.41202500000000003,0.827
imagenet,vgg16,saliency,mobilenet_v2,blur,0.5838500000000001,0.6179999999999999
imagenet,vgg16,saliency,mobilenet_v2,gray,0.48972499999999997,0.714
imagenet,vgg16,saliency,mobilenet_v2,mean,0.5205249999999999,0.6679999999999999
imagenet,vgg16,saliency,mobilenet_v2,random_noise,0.48214999999999997,0.7449999999999999
imagenet,vgg16,saliency,mobilenet_v2,white,0.3715249999999999,0.83
imagenet,vgg16,saliency,resnet50,black,0.439325,0.853
imagenet,vgg16,saliency,resnet50,blur,0.70825,0.484
imagenet,vgg16,saliency,resnet50,gray,0.581475,0.642
imagenet,vgg16,saliency,resnet50,mean,0.6155,0.605
imagenet,vgg16,saliency,resnet50,random_noise,0.5646749999999999,0.694
imagenet,vgg16,saliency,resnet50,white,0.42182499999999995,0.848
imagenet,vgg16,smoothgrad,mobilenet_v2,black,0.617725,0.5229999999999999
imagenet,vgg16,smoothgrad,mobilenet_v2,blur,0.7047,0.3819999999999999
imagenet,vgg16,smoothgrad,mobilenet_v2,gray,0.6605250000000001,0.45099999999999996
imagenet,vgg16,smoothgrad,mobilenet_v2,mean,0.676875,0.42799999999999994
imagenet,vgg16,smoothgrad,mobilenet_v2,random_noise,0.6412,0.49699999999999994
imagenet,vgg16,smoothgrad,mobilenet_v2,white,0.609175,0.5289999999999999
imagenet,vgg16,smoothgrad,resnet50,black,0.6469749999999999,0.567
imagenet,vgg16,smoothgrad,resnet50,blur,0.8142,0.278
imagenet,vgg16,smoothgrad,resnet50,gray,0.7285250000000001,0.403
imagenet,vgg16,smoothgrad,resnet50,mean,0.7447,0.384
